symbol,entry_date,exit_date,exit_reason,pnl,return,days_held
COST,2018-08-21 00:00:00-04:00,2018-08-31 00:00:00-04:00,hold_expired,2420.6524831638226,0.022611225053073353,8
AMZN,2018-08-24 00:00:00-04:00,2018-09-06 00:00:00-04:00,hold_expired,5072.435480983935,0.027763303821428147,8
NKE,2018-08-24 00:00:00-04:00,2018-09-06 00:00:00-04:00,hold_expired,-2463.739895404929,-0.022475080647799905,8
AMD,2018-08-29 00:00:00-04:00,2018-09-11 00:00:00-04:00,hold_expired,40458.39062057174,0.19440474088139786,8
MRK,2018-08-29 00:00:00-04:00,2018-09-11 00:00:00-04:00,hold_expired,487.5748149174732,0.003904808609348766,8
AAPL,2018-08-30 00:00:00-04:00,2018-09-12 00:00:00-04:00,hold_expired,-3515.1736849093586,-0.01761655180436354,8
MSFT,2018-08-30 00:00:00-04:00,2018-09-12 00:00:00-04:00,hold_expired,-257.77971123302865,-0.0021531636331429335,8
COST,2018-08-31 00:00:00-04:00,2018-09-13 00:00:00-04:00,hold_expired,6747.156431733565,0.03491144789356485,8
PFE,2018-08-31 00:00:00-04:00,2018-09-13 00:00:00-04:00,hold_expired,3710.317223948296,0.03199692552223884,8
AMZN,2018-09-06 00:00:00-04:00,2018-09-18 00:00:00-04:00,hold_expired,-1655.151860175546,-0.008823924612629909,8
NKE,2018-09-06 00:00:00-04:00,2018-09-18 00:00:00-04:00,hold_expired,6801.546593554878,0.060434276419373344,8
AMD,2018-09-11 00:00:00-04:00,2018-09-21 00:00:00-04:00,trailing_stop,6629.147444401195,0.03053156360953748,8
NFLX,2018-09-11 00:00:00-04:00,2018-09-21 00:00:00-04:00,hold_expired,1921.523935080661,0.01475011936670857,8
AAPL,2018-09-12 00:00:00-04:00,2018-09-24 00:00:00-04:00,hold_expired,-262.7670844422717,-0.0012857604397186052,8
MSFT,2018-09-12 00:00:00-04:00,2018-09-24 00:00:00-04:00,hold_expired,3247.8477740532057,0.0264873826929687,8
COST,2018-09-13 00:00:00-04:00,2018-09-25 00:00:00-04:00,hold_expired,-6964.625416262244,-0.034571908584385976,8
V,2018-09-13 00:00:00-04:00,2018-09-25 00:00:00-04:00,hold_expired,1595.666440580732,0.013201332929362522,8
AMZN,2018-09-18 00:00:00-04:00,2018-09-28 00:00:00-04:00,hold_expired,6210.695914193178,0.03190545045482363,8
NKE,2018-09-18 00:00:00-04:00,2018-09-28 00:00:00-04:00,hold_expired,-741.2468603637386,-0.006346572042745166,8
AMD,2018-09-21 00:00:00-04:00,2018-10-03 00:00:00-04:00,hold_expired,-17748.119796027084,-0.08352676061742019,8
NFLX,2018-09-21 00:00:00-04:00,2018-10-03 00:00:00-04:00,hold_expired,5594.519967721755,0.043882786694533465,8
QCOM,2018-09-24 00:00:00-04:00,2018-10-04 00:00:00-04:00,hold_expired,-3403.634243451509,-0.016325150630062152,8
AAPL,2018-09-24 00:00:00-04:00,2018-10-04 00:00:00-04:00,hold_expired,4076.9168322150003,0.03259114554606393,8
COST,2018-09-25 00:00:00-04:00,2018-10-05 00:00:00-04:00,hold_expired,-12228.079966619156,-0.060580779355996234,8
