date,value,cash,positions,drawdown,leverage,in_protection,risk_on
2016-04-27,163077.70692153284,26374.86553472253,5,-0.00922101941044117,1.5426153505268143,False,True
2016-04-28,162110.67885030352,26365.879721524692,5,-0.015096200664216578,1.4579754759001222,False,True
2016-04-29,161443.9807273019,27801.00431125643,5,-0.019146726632099733,1.4698130824694726,False,True
2016-05-02,161872.88490245066,27792.802037332975,5,-0.016540918337107226,1.4258336900636703,False,True
2016-05-03,160176.29343684943,29346.654571824372,5,-0.026848563658451768,1.4478792508949339,False,True
2016-05-04,158314.23472898305,27205.41172936751,5,-0.038161505587819576,1.530753635898386,False,True
2016-05-05,156489.4564697602,27193.20446775566,5,-0.04924795006636954,1.7079531675004727,False,True
2016-05-06,157816.91507717242,27516.61485047069,5,-0.04118297226741407,1.6998392266092544,False,True
2016-05-09,155712.71292106828,27504.488670948278,5,-0.053967057269187796,1.7105243613169185,False,True
2016-05-10,157124.21519912672,28228.570090875877,5,-0.04539147195741073,1.6227209868973087,False,True
2016-05-11,156526.0449192613,25851.665909792624,5,-0.049025656857920714,1.6342514712705605,False,True
2016-05-12,156756.25776207092,25840.2612130147,5,-0.04762699820602241,1.633933978814407,False,True
2016-05-13,155523.0197230819,26109.562298490597,5,-0.0551195387264856,1.5543460623862644,False,True
2016-05-16,156473.13159887568,26100.24727527095,5,-0.04934713185668616,1.5002007243061808,False,True
2016-05-17,155341.27884541557,26091.905924161358,5,-0.05622370584352965,1.4482252335135786,False,True
2016-05-18,154810.44767743262,44335.162438670464,5,-0.0594487718161115,1.4504026598269744,False,True
2016-05-19,156222.14242155358,44328.690407462076,5,-0.05087201717633232,1.4616879254753128,False,True
2016-05-20,156696.87379383034,37828.455013000144,5,-0.04798778564059847,1.4158542057533015,False,True
2016-05-23,156019.19111716046,37822.03824812512,5,-0.05210504828936294,1.4162960798699988,False,True
2016-05-24,157210.1601336698,33979.61660496684,5,-0.044869313311444496,1.2875475346364007,False,True
2016-05-25,157695.26320045264,28546.48116733394,5,-0.04192206852206787,1.261440529860265,False,True
2016-05-26,158108.85209798993,28540.834874312117,5,-0.03940930823115742,1.3161950243905782,False,True
2016-05-27,158055.77008464304,32337.173296935318,5,-0.039731808124394107,1.333072284229134,False,True
2016-05-31,157755.27068776978,32330.958357807704,5,-0.041557492895919146,1.3659769306777758,False,True
2016-06-01,157726.08689351944,33113.00320473355,5,-0.04173479910449242,1.4368122619812507,False,True
2016-06-02,158060.60487190785,34226.75116695254,5,-0.039702434363332414,1.4759058292836478,False,True
2016-06-03,158041.27855085782,34218.960102685305,5,-0.03981985147097981,1.4604868748451438,False,True
2016-06-06,159852.13083687163,33771.33496339915,5,-0.028818014274444345,1.4525783981873213,False,True
2016-06-07,161129.33770834922,33763.39613603377,5,-0.021058341011847934,1.4528384713131628,False,True
2016-06-08,161520.75572301974,33753.294819636714,5,-0.018680279970394578,1.577899670084392,False,True
2016-06-09,160785.8889584387,27131.793436318225,5,-0.023144964675772955,1.7141322134416324,False,True
2016-06-10,159286.23155370879,27121.26045322331,5,-0.03225613666083663,1.5694974193834585,False,True
2016-06-13,158052.4138856733,29646.383972904303,5,-0.03975219871889449,1.590698778705597,False,True
2016-06-14,157956.98332610243,29634.510611055175,5,-0.04033198730136587,1.6934842167024797,False,True
2016-06-15,157727.29621058315,30982.460850833897,5,-0.041727451895911864,1.8454009965614584,False,True
2016-06-16,158349.59072213888,25460.369756559066,5,-0.03794670017070934,1.8369280023416068,False,True
2016-06-17,157382.62523483357,25446.372695834532,5,-0.0438215011957116,1.832730642679837,False,True
2016-06-20,158348.89557986983,25432.297064215043,5,-0.03795092350915144,1.8302716603947495,False,True
2016-06-21,158856.643018196,25418.128822481955,5,-0.03486610278878279,1.8334730274403652,False,True
2016-06-22,158213.42751838043,27863.09081000292,5,-0.03877396002590535,2.0,False,True
2016-06-23,159861.18821649082,26157.965740262076,5,-0.02876298614389655,1.885912054570494,False,True
2016-06-24,157112.53318826502,26161.079783802583,5,-0.0454624460410625,0.9854643550597968,False,True
2016-06-27,156658.27807895796,27525.964144406087,5,-0.04822227399439157,0.9274272433969485,False,True
2016-06-28,158996.029111386,27529.24104489947,5,-0.034019262261489894,0.8468999252455439,False,True
2016-06-29,161111.2826713747,27939.097245696852,5,-0.021168034430193133,0.7958597923279398,False,True
2016-06-30,162223.22914842342,43828.67646368529,5,-0.01441240107111869,0.7700247315466795,False,True
2016-07-01,160583.79886173268,35362.44141022755,5,-0.024372763519535132,0.7707951014227837,False,True
2016-07-05,159849.52786507542,32814.06044785144,5,-0.0288338286355329,0.7675300233520667,False,True
2016-07-06,160779.56669305763,32817.96688361905,5,-0.023183375613524845,0.7628001786344254,False,True
2016-07-07,160240.44142859586,30826.995534341506,5,-0.026458832388193118,0.7643919416315557,False,True
2016-07-08,162360.88151725993,36790.46483596653,5,-0.013576093790092227,0.7372491973299352,False,True
2016-07-11,162650.91177141978,36794.84465320891,5,-0.011814014319015947,0.7491191147516338,False,True
