date,symbol,action,shares,price,cost,planned_exit,proceeds,pnl_pct,minutes_held
2001-06-06 00:00:00-04:00,STT,SELL_666,309,33.410762786865234,,,10313.601775440216,-0.01673102843436211,1440.0
2001-06-06 00:00:00-04:00,HD,SELL_666,357,28.926578521728516,,,10316.461743724823,-0.016683852923677977,1440.0
2001-06-06 00:00:00-04:00,RTX,SELL_666,669,15.294413566589355,,,10221.73071337223,-0.02803909090909091,1440.0
2001-06-06 00:00:00-04:00,VOD,SELL_666,1261,8.09492301940918,,,10197.4902295475,-0.030286032273981196,1440.0
2001-06-06 00:00:00-04:00,HD,BUY_RANDOM,357,28.926578521728516,10337.115320789337,2001-06-06 11:06:00-04:00,,,
2001-06-06 00:00:00-04:00,SPG,BUY_RANDOM,1199,8.61115837097168,10335.103665681838,2001-06-06 11:06:00-04:00,,,
2001-06-06 00:00:00-04:00,CCI,BUY_RANDOM,1056,9.780077934265137,10338.090060882567,2001-06-06 11:06:00-04:00,,,
2001-06-06 00:00:00-04:00,HUM,BUY_RANDOM,1124,9.187679290771484,10337.278474349974,2001-06-06 11:06:00-04:00,,,
2001-06-07 00:00:00-04:00,HD,SELL_666,357,29.627695083618164,,,10566.510057706833,0.024237797821923427,1440.0
2001-06-07 00:00:00-04:00,SPG,SELL_666,1199,8.620545387268066,,,10325.697885415077,0.0010900991355623495,1440.0
2001-06-07 00:00:00-04:00,CCI,SELL_666,1056,9.960081100463867,,,10507.327796447755,0.018405085052346844,1440.0
2001-06-07 00:00:00-04:00,HUM,SELL_666,1124,8.950750350952148,,,10050.582751075744,-0.025787680688562773,1440.0
2001-06-07 00:00:00-04:00,HD,BUY_RANDOM,349,29.627695083618164,10350.40564976692,2001-06-07 11:06:00-04:00,,,
2001-06-07 00:00:00-04:00,LOW,BUY_RANDOM,798,12.964436531066895,10355.965972143173,2001-06-07 11:06:00-04:00,,,
2001-06-07 00:00:00-04:00,DHR,BUY_RANDOM,1598,6.473281383514404,10354.647954506872,2001-06-07 11:06:00-04:00,,,
2001-06-07 00:00:00-04:00,CL,BUY_RANDOM,610,16.96498680114746,10358.99059064865,2001-06-07 11:06:00-04:00,,,
2001-06-08 00:00:00-04:00,HD,SELL_666,349,29.680278778076172,,,10348.058876255036,0.0017748155673129819,1440.0
2001-06-08 00:00:00-04:00,LOW,SELL_666,798,12.889105796813965,,,10275.220919431686,-0.005810567553199354,1440.0
