date,value,cash,active_pairs,qualifying_pairs,gross_exposure
2013-11-07,178957.6122561833,4228.68768260712,10,30,360996.62302211585
2013-11-08,177908.54603981075,4224.3166949429715,10,30,360996.62302211585
2013-11-11,178202.88406063308,4219.956885617864,10,30,360996.62302211585
2013-11-12,178551.09806085486,4215.606256136459,10,30,360996.62302211585
2013-11-13,177650.78815283766,4211.196473799011,10,30,360996.62302211585
2013-11-14,176602.02057988837,2628.47388570592,10,30,358144.02960108395
2013-11-15,176811.211713233,2624.2285382422324,10,30,358144.02960108395
2013-11-18,177302.78917961215,2732.427043441203,10,30,357873.2395790316
2013-11-19,178280.51802619675,2728.261992170631,10,30,357873.2395790316
2013-11-20,178148.15418755598,1955.0613546129025,10,30,356752.4791029747
2013-11-21,176843.85406534086,1950.5984788126284,10,30,356752.4791029747
2013-11-22,177373.50794960244,2176.167186688079,10,30,356906.7765769175
2013-11-25,177241.46839810733,2408.495566298192,10,30,357028.45303275407
2013-11-26,176367.86508072802,2403.952405346329,10,30,357028.45303275407
2013-11-27,176250.18549359532,2399.4016906149004,10,30,357028.45303275407
2013-11-29,176280.31803481228,2394.8581540443615,10,30,357028.45303275407
2013-12-02,176299.28105699463,2390.3373724289645,10,30,357028.45303275407
2013-12-03,176643.65983468958,2385.83790349037,10,30,357028.45303275407
2013-12-04,177219.820140087,1537.4516887497884,10,30,355763.1181121317
2013-12-05,176952.7560166482,1532.9623003095542,10,30,355763.1181121317
2013-12-06,177142.82764339348,1528.4419459215458,10,30,355763.1181121317
2013-12-09,176861.27691193824,1523.9148884054462,10,30,355763.1181121317
2013-12-10,177339.03310436284,2536.7939815126083,10,30,355917.7694019768
2013-12-11,177894.74266999116,3366.507897053285,10,30,356022.01634605444
2013-12-12,178036.0006251281,3362.4468355455206,10,30,356022.01634605444
2013-12-13,178524.42321708228,3358.4052197146684,10,30,356022.01634605444
2013-12-16,178148.59733078122,3354.3318673601257,10,30,356022.01634605444
2013-12-17,178113.72150841216,2610.1827900843346,10,30,355853.2381965002
2013-12-18,177517.3639522027,2605.9481062421405,10,30,355853.2381965002
2013-12-19,177374.5149799759,2601.7146714217683,10,30,355853.2381965002
2013-12-20,176728.24609321737,2597.4450043298307,10,30,355853.2381965002
2013-12-23,175996.19798896468,2593.1314403983615,10,30,355853.2381965002
2013-12-24,176280.4640468968,2588.818869936631,10,30,355853.2381965002
2013-12-26,176058.98161346425,2494.0148097046767,10,30,355435.4036816819
2013-12-27,175979.4612750328,2489.7720001457665,10,30,355435.4036816819
2013-12-30,176304.67960198346,2485.5417440070973,10,30,355435.4036816819
2013-12-31,175918.2995917711,2714.82225679385,10,30,355151.25697916356
2014-01-02,176050.84891429456,90238.45491934434,5,30,177325.95857786923
2014-01-03,176279.29218701093,72619.09324770761,6,30,212581.8170152714
2014-01-06,175965.45961148324,72625.36355377725,6,30,212581.8170152714
2014-01-07,175392.10477872466,55092.38456715781,7,30,247660.23797101632
2014-01-08,175541.40965943618,73195.95015845652,6,30,212404.37953361415
2014-01-09,175867.37341431362,90945.26327444449,5,30,177325.95857786923
2014-01-10,175794.83369041965,90953.87157025495,5,30,177325.95857786923
2014-01-13,175839.70087617144,175826.33569123354,0,26,0.0
2014-01-14,175826.33569123354,175847.26739786344,0,26,0.0
2014-01-15,175847.26739786344,175868.2015963632,0,26,0.0
2014-01-16,175868.2015963632,175889.13828702943,0,26,0.0
2014-01-17,175889.13828702943,175910.07747015884,0,26,0.0
2014-01-21,175910.07747015884,175931.01914604814,0,26,0.0
2014-01-22,175931.01914604814,175951.9633149941,0,26,0.0
2014-01-23,175951.9633149941,175972.9099772935,0,26,0.0
2014-01-24,175972.9099772935,175993.85913324315,0,26,0.0
2014-01-27,175993.85913324315,176014.81078313995,0,26,0.0
2014-01-28,176014.81078313995,176035.7649272808,0,26,0.0
2014-01-29,176035.7649272808,176056.72156596262,0,26,0.0
2014-01-30,176056.72156596262,176077.6806994824,0,26,0.0
2014-01-31,176077.6806994824,176098.6423281371,0,26,0.0
2014-02-03,176098.6423281371,176119.6064522238,0,26,0.0
2014-02-04,176119.6064522238,123304.6911363724,3,26,105671.76387133426
2014-02-05,175815.28254099487,123318.23841082874,3,26,105671.76387133426
2014-02-06,175746.06667958785,105757.15997934449,4,26,140820.97720725182
2014-02-07,175581.04064102372,88210.35614085109,5,26,175937.18533545657
2014-02-10,175582.5160977866,88219.3321341408,5,26,175937.18533545657
2014-02-11,175761.91280518306,70652.10999421035,6,26,211089.5678964932
2014-02-12,176085.85148385132,70658.37663244852,6,26,211089.5678964932
2014-02-13,176189.41879210869,35426.75305443921,8,26,281565.3354133367
2014-02-14,175546.419970744,17873.384761966397,9,26,316674.6194074855
2014-02-18,175544.92095433292,17872.204907903946,9,26,316674.6194074855
2014-02-19,175188.0010020458,17871.03527258598,9,26,316674.6194074855
2014-02-20,175208.1137378229,35910.2389687181,8,26,281450.69811704074
2014-02-21,175108.75945866082,35911.381060242464,8,26,281450.69811704074
2014-02-24,175824.02836107582,35912.52441265562,8,26,281450.69811704074
2014-02-25,176383.789476046,18275.301294490717,9,26,316727.4560122499
2014-02-26,176318.5560822375,17948.39109590714,9,26,316767.2459382527
2014-02-27,176710.30885539,17947.657470165068,9,26,316767.2459382527
2014-02-28,176552.0090478936,17946.916437111096,9,26,316767.2459382527
2014-03-03,176823.81588593288,17789.765584454446,9,26,317369.0234901263
2014-03-04,177183.13666014746,17855.51110604856,9,26,317440.8876449692
2014-03-05,177055.52524935137,17855.417271059832,9,26,317440.8876449692
2014-03-06,176954.43987467414,17855.31599289121,9,26,317440.8876449692
2014-03-07,176905.24065567847,17855.212838501073,9,26,317440.8876449692
2014-03-10,177471.95638474636,35761.97919087918,8,26,282004.2603129397
2014-03-11,177310.0731403499,18033.21929838413,9,26,317466.2749410097
2014-03-12,177300.22518644514,18381.597457779662,9,26,317649.5620830895
2014-03-13,176744.42732382187,17995.06142637953,9,26,317744.68607700994
2014-03-14,176529.116589592,17613.206320606827,9,26,318009.1649602762
2014-03-17,176841.73196551518,17612.885331733298,9,26,318009.1649602762
2014-03-18,177110.5537793308,17612.5500418399,9,26,318009.1649602762
2014-03-19,177776.0189290443,18092.38966629707,9,26,318706.6479795289
2014-03-20,178513.9874787879,18092.01911566985,9,26,318706.6479795289
2014-03-21,178963.32857855505,18307.845334184694,9,26,320207.35323659226
2014-03-24,178193.33607872587,18306.70382356053,9,26,320207.35323659226
2014-03-25,178151.61922337025,17999.980825660412,9,26,320045.0113655553
2014-03-26,178273.29813628664,18708.691391804456,9,26,320389.5467263597
2014-03-27,177886.44044970052,18707.156598154106,9,26,320389.5467263597
2014-03-28,178117.28783051862,18705.621944442755,9,26,320389.5467263597
2014-03-31,178389.7039232826,18704.078561389273,9,26,320389.5467263597
2014-04-01,178530.27387651592,18702.508579133933,9,26,320389.5467263597
2014-04-02,178549.88280301416,18700.936692036154,9,26,320389.5467263597
2014-04-03,178898.28624125972,19862.478716739282,9,26,321087.8341191363
2014-04-04,178554.63723735875,2005.030692755423,10,26,356798.7615666081
2014-04-07,177914.47961144886,2000.838183880021,10,26,356798.7615666081
2014-04-08,177888.483792791,1996.6199690524495,10,26,356798.7615666081
2014-04-09,178092.14130230882,1992.3657020070873,10,26,356798.7615666081
2014-04-10,177661.32463464217,1988.1701369651657,10,26,356798.7615666081
2014-04-11,177586.75479369095,1984.0056669572166,10,26,356798.7615666081
2014-04-14,177653.15899088854,1979.8133151589861,10,26,356798.7615666081
2014-04-15,177835.61755282443,2870.583888632107,10,26,356485.6832447696
2014-04-16,178105.9919685106,2867.2659264748054,10,26,356485.6832447696
2014-04-17,177990.27601056214,2863.9235993285447,10,26,356485.6832447696
2014-04-21,178877.91112798304,2860.5723242625986,10,26,356485.6832447696
2014-04-22,179358.5861935052,2726.4494367770785,10,26,356564.7347677596
2014-04-23,178947.8627175774,2529.2455202167075,10,26,357005.42184651067
2014-04-24,181182.6467476299,3830.544822259624,10,26,359234.647537312
2014-04-25,178864.4791732929,3899.8463155069585,10,26,359227.88612371864
2014-04-28,175811.82825349286,4215.08753707631,10,26,358610.5945261653
2014-04-29,176210.90948827754,4210.577548777075,10,26,358610.5945261653
2014-04-30,176423.3427512206,4206.053765110955,10,26,358610.5945261653
2014-05-01,176762.37134861533,4201.527603015484,10,26,358610.5945261653
2014-05-02,176594.67149375388,4197.000209080274,10,26,358610.5945261653
2014-05-05,175798.54316750742,4192.425553120103,10,26,358610.5945261653
2014-05-06,175658.29932986505,4187.892610564262,10,26,358610.5945261653
2014-05-07,175407.16115753644,4183.358435949161,10,26,358610.5945261653
2014-05-08,174995.68466118223,4178.820089691314,10,26,358610.5945261653
2014-05-09,175529.25711679488,4174.293593681554,10,26,358610.5945261653
2014-05-12,175214.60834222875,4169.720687851528,10,26,358610.5945261653
2014-05-13,175113.558097355,4165.139723350928,10,26,358610.5945261653
2014-05-14,175028.2595134676,4067.161903488879,10,26,357961.5868016014
2014-05-15,176090.49622097483,4062.6757779349355,10,26,357961.5868016014
2014-05-16,175263.74521262007,4058.147263439534,10,26,357961.5868016014
2014-05-19,174109.0657346641,4640.522428981716,10,26,357010.5041138757
2014-05-20,174506.25800948925,4636.235178102116,10,26,357010.5041138757
2014-05-21,174641.93442805292,4631.924505758857,10,26,357010.5041138757
2014-05-22,174418.22577816452,4627.604378292867,10,26,357010.5041138757
2014-05-23,173966.46874117272,3257.7009641143522,10,26,356173.47401743615
2014-05-27,172034.72626268963,3253.1087633424395,10,26,356173.47401743615
2014-05-28,171801.15977758417,3248.5102363376186,10,26,356173.47401743615
2014-05-29,170563.3448178585,3243.8495736851028,10,26,356173.47401743615
2014-05-30,170643.33587350886,3239.1903512347308,10,26,356173.47401743615
2014-06-02,171040.49745422712,3234.554921064328,10,26,356173.47401743615
2014-06-03,169418.855952844,3229.869513517789,10,26,356173.47401743615
2014-06-04,168347.5348638956,3225.1445391488946,10,26,356173.47401743615
2014-06-05,169135.18907336897,3220.399902829178,10,26,356173.47401743615
2014-06-06,169381.25831378606,3215.642395416588,10,26,356173.47401743615
2014-06-09,168147.29372447188,3210.844913878611,10,26,356173.47401743615
2014-06-10,167662.3804144753,3206.011996705171,10,26,356173.47401743615
2014-06-11,167596.57660065248,3201.175027614356,10,26,356173.47401743615
2014-06-12,168253.44397725508,3196.3992440352936,10,26,356173.47401743615
2014-06-13,168225.967208168,4212.1422855916935,10,26,354813.0155563763
2014-06-16,166937.68564195343,4207.4397810811415,10,26,354813.0155563763
2014-06-17,166842.99253284888,4202.736764063658,10,26,354813.0155563763
