date,symbol,action,shares,price,cost,stop_price,proceeds,pnl_pct
2012-04-02 00:00:00-04:00,AAPL,BUY,628,18.553359985351562,11663.161580871581,17.996759185791014,,
2012-04-02 00:00:00-04:00,AMD,BUY,1421,8.199999809265137,11663.851928694723,7.953999814987182,,
2012-04-02 00:00:00-04:00,AVGO,BUY,4197,2.7765614986419678,11664.881838410138,2.6932646536827085,,
2012-04-02 00:00:00-04:00,JPM,BUY,368,31.607070922851562,11643.033501708984,30.658858795166015,,
2012-04-02 00:00:00-04:00,TSLA,BUY,4778,2.438667058944702,11663.603158845423,2.365507047176361,,
2012-04-02 00:00:00-04:00,ACN,BUY,228,50.95431137084961,11629.200575546263,49.42568202972412,,
2012-04-02 00:00:00-04:00,WFC,BUY,498,23.374542236328125,11652.162555725097,22.67330596923828,,
2012-04-02 00:00:00-04:00,ADBE,BUY,335,34.70000076293945,11636.124755840301,33.65900074005127,,
2012-04-04 00:00:00-04:00,BAC,SELL_STOP_LOSS,1538,7.1998772621154785,,,11062.337817904472,-0.049586520920003936
2012-04-04 00:00:00-04:00,AMD,SELL_STOP_LOSS,1421,7.809999942779541,,,11086.911908771039,-0.04756096043379622
2012-04-04 00:00:00-04:00,AVGO,SELL_STOP_LOSS,4197,2.6847035884857178,,,11256.433259913683,-0.03308333354084836
2012-04-04 00:00:00-04:00,JPM,SELL_STOP_LOSS,368,30.62777328491211,,,11259.749548278809,-0.03098349860794699
2012-04-04 00:00:00-04:00,TSLA,SELL_STOP_LOSS,4778,2.3333330154418945,,,11137.516482633591,-0.0431932859044684
2012-04-04 00:00:00-04:00,ADBE,SELL_STOP_LOSS,335,33.459999084472656,,,11197.890593605041,-0.03573491790211003
2012-04-09 00:00:00-04:00,WFC,SELL_STOP_LOSS,498,22.63625144958496,,,11261.580368671417,-0.031585251136842844
2012-04-10 00:00:00-04:00,ACN,SELL_STOP_LOSS,228,49.133697509765625,,,11191.280549194336,-0.03573032020457325
2012-04-16 00:00:00-04:00,AAPL,SELL_STOP_LOSS,628,17.39870834350586,,,10915.462450881958,-0.06223409898570046
2012-04-24 00:00:00-04:00,CRM,SELL_STOP_LOSS,300,37.044891357421875,,,11102.353939819335,-0.0458072826852728
2012-05-01 00:00:00-04:00,CRM,BUY,288,38.74919128417969,11170.926856933593,37.58671554565429,,
2012-05-01 00:00:00-04:00,AMZN,BUY,971,11.501999855041504,11179.610301104545,11.156939859390258,,
2012-05-01 00:00:00-04:00,MA,BUY,265,42.106754302978516,11169.448180179596,40.84355167388916,,
2012-05-01 00:00:00-04:00,V,BUY,400,27.89194679260254,11167.935495758056,27.05518838882446,,
2012-05-01 00:00:00-04:00,PM,BUY,238,46.871307373046875,11166.52652593994,45.465168151855465,,
2012-05-01 00:00:00-04:00,HD,BUY,292,38.1615104675293,11154.304217575072,37.01666515350342,,
2012-05-01 00:00:00-04:00,JPM,BUY,369,30.20018768310547,11155.013124320983,29.294182052612303,,
2012-05-01 00:00:00-04:00,ABT,BUY,489,22.84276008605957,11181.279791765211,22.157477283477782,,
2012-05-01 00:00:00-04:00,WFC,BUY,483,23.090065002441406,11163.653897575377,22.397363052368163,,
2012-05-01 00:00:00-04:00,KO,BUY,444,25.139137268066406,11172.938723968504,24.384963150024415,,
2012-05-03 00:00:00-04:00,V,SELL_STOP_LOSS,400,26.37828254699707,,,10540.761705780029,-0.05426886322638908
2012-05-04 00:00:00-04:00,MA,SELL_STOP_LOSS,265,40.609615325927734,,,10750.786513309478,-0.035555791507418034
2012-05-04 00:00:00-04:00,JPM,SELL_STOP_LOSS,369,28.79327964782715,,,10614.09546985817,-0.046586069266893
2012-05-07 00:00:00-04:00,CRM,SELL_STOP_LOSS,288,37.50183868408203,,,10789.72901147461,-0.03219041633539636
2012-05-08 00:00:00-04:00,HD,SELL_STOP_LOSS,292,36.92155456542969,,,10770.312839172364,-0.032492317177923495
2012-05-09 00:00:00-04:00,AMZN,SELL_STOP_LOSS,971,11.14900016784668,,,10814.853483816147,-0.030690287918939504
2012-05-09 00:00:00-04:00,PM,SELL_STOP_LOSS,238,44.60065460205078,,,10604.340839492797,-0.04844440870667546
2012-05-09 00:00:00-04:00,WFC,SELL_STOP_LOSS,483,22.244726181030273,,,10733.458542692184,-0.03661049985445046
