symbol,strategy,entry_date,exit_date,exit_reason,pnl_pct,hold_days
DHR,RATTLESNAKE,2002-06-13,2002-06-18,PROFIT,0.05390028496159949,3
AMZN,RATTLESNAKE,2002-06-25,2002-06-28,PROFIT,0.059322006896886714,3
AMZN,RATTLESNAKE,2002-07-01,2002-07-03,PROFIT,0.051660466610666145,2
DE,RATTLESNAKE,2002-07-12,2002-07-17,STOP,-0.053718467600773145,3
KO,RATTLESNAKE,2002-07-12,2002-07-18,STOP,-0.061116748320161896,4
LMT,RATTLESNAKE,2002-08-23,2002-08-27,PROFIT,0.042036798167997436,2
AMZN,RATTLESNAKE,2002-08-27,2002-08-29,PROFIT,0.04269974883128502,2
GILD,RATTLESNAKE,2002-08-29,2002-08-30,STOP,-0.05535910686604806,1
ORCL,RATTLESNAKE,2002-12-05,2002-12-06,PROFIT,0.05519189472117403,1
ORCL,RATTLESNAKE,2002-12-09,2002-12-11,PROFIT,0.07312451575193823,2
INTU,RATTLESNAKE,2002-12-13,2002-12-17,PROFIT,0.04635151411985161,2
AMZN,RATTLESNAKE,2002-12-09,2002-12-19,TIME,0.0004612211848105119,8
AMT,RATTLESNAKE,2002-12-24,2002-12-26,STOP,-0.06060628653628597,1
AMZN,RATTLESNAKE,2002-12-26,2002-12-27,STOP,-0.07093592917535241,1
AMT,RATTLESNAKE,2002-12-26,2002-12-30,STOP,-0.06158353088255952,2
AMT,RATTLESNAKE,2002-12-30,2002-12-31,PROFIT,0.10312504744639317,1
AMZN,RATTLESNAKE,2002-12-27,2003-01-03,PROFIT,0.08801696994137198,4
CSCO,RATTLESNAKE,2003-01-22,2003-01-23,PROFIT,0.045128715587060775,1
VZ,RATTLESNAKE,2003-01-21,2003-01-24,STOP,-0.0634200667654452,3
GILD,RATTLESNAKE,2003-01-24,2003-01-30,PROFIT,0.048654463109212065,4
LLY,RATTLESNAKE,2003-01-24,2003-02-05,TIME,-0.01737610682662094,8
AMT,RATTLESNAKE,2003-02-05,2003-02-12,STOP,-0.056485379481469256,5
AMZN,RATTLESNAKE,2003-02-13,2003-02-18,PROFIT,0.06630104397859982,2
AMT,RATTLESNAKE,2003-03-28,2003-04-02,PROFIT,0.0728966031814875,3
ORCL,RATTLESNAKE,2003-03-24,2003-04-03,PROFIT,0.053490605804544566,8
QCOM,RATTLESNAKE,2003-04-02,2003-04-08,STOP,-0.05207728768088382,4
SBUX,RATTLESNAKE,2003-04-23,2003-05-05,TIME,-0.04271756979769681,8
TMO,RATTLESNAKE,2003-04-29,2003-05-09,TIME,0.03296652829818281,8
COF,RATTLESNAKE,2003-05-19,2003-05-22,PROFIT,0.04559340842655102,3
ADBE,RATTLESNAKE,2003-05-19,2003-05-27,PROFIT,0.053337219237092226,5
NFLX,RATTLESNAKE,2003-05-20,2003-05-27,PROFIT,0.04321659892467089,4
TGT,RATTLESNAKE,2003-05-20,2003-05-28,PROFIT,0.055388400193459475,5
LOW,RATTLESNAKE,2003-05-19,2003-05-30,PROFIT,0.04863503675552838,8
IBM,RATTLESNAKE,2003-06-06,2003-06-11,PROFIT,0.04896916750499258,3
AMT,RATTLESNAKE,2003-06-09,2003-06-11,PROFIT,0.0880889841921837,2
AAPL,RATTLESNAKE,2003-06-03,2003-06-13,TIME,0.006354421191915316,8
NFLX,RATTLESNAKE,2003-06-12,2003-06-13,STOP,-0.12408427967522018,1
ACN,RATTLESNAKE,2003-06-12,2003-06-16,PROFIT,0.0425147018177483,2
NFLX,RATTLESNAKE,2003-06-13,2003-06-16,PROFIT,0.13281029381069898,1
NVDA,RATTLESNAKE,2003-06-13,2003-06-17,PROFIT,0.0455919315087685,2
TXN,RATTLESNAKE,2003-06-11,2003-06-23,TIME,-0.04082707308574629,8
ADBE,RATTLESNAKE,2003-06-13,2003-06-25,TIME,-0.007838784546951971,8
MS,RATTLESNAKE,2003-06-19,2003-07-01,TIME,0.004089792951235793,8
BKNG,RATTLESNAKE,2003-06-27,2003-07-02,PROFIT,0.11981554222884094,3
CMCSA,RATTLESNAKE,2003-06-23,2003-07-03,TIME,0.002585412882701865,8
COF,RATTLESNAKE,2003-06-23,2003-07-03,TIME,0.01399972942271055,8
SCHW,RATTLESNAKE,2003-06-23,2003-07-03,TIME,0.0356457977345217,8
NVDA,RATTLESNAKE,2003-07-16,2003-07-17,STOP,-0.05008829585215813,1
NFLX,RATTLESNAKE,2003-07-21,2003-07-22,PROFIT,0.04972899322939672,1
MO,RATTLESNAKE,2003-07-11,2003-07-23,TIME,-0.039942265479272265,8
AMZN,RATTLESNAKE,2003-07-21,2003-07-23,PROFIT,0.13529582934169482,2
NVDA,RATTLESNAKE,2003-07-17,2003-07-24,STOP,-0.05772540728732001,5
QCOM,RATTLESNAKE,2003-07-18,2003-07-24,PROFIT,0.048464389010494324,4
COF,RATTLESNAKE,2003-07-23,2003-07-25,PROFIT,0.04030941610716199,2
NVDA,RATTLESNAKE,2003-07-29,2003-08-04,PROFIT,0.07288673598491102,4
NFLX,RATTLESNAKE,2003-08-05,2003-08-07,STOP,-0.05018336934127776,2
UNH,RATTLESNAKE,2003-08-06,2003-08-11,PROFIT,0.04078743309977906,3
SCHW,RATTLESNAKE,2003-08-01,2003-08-12,PROFIT,0.07538805988556696,7
BKNG,RATTLESNAKE,2003-08-04,2003-08-12,PROFIT,0.0403974571888861,6
GILD,RATTLESNAKE,2003-08-05,2003-08-15,TIME,0.006460308174807361,8
NVDA,RATTLESNAKE,2003-08-11,2003-08-19,PROFIT,0.09547087194241866,6
BKNG,RATTLESNAKE,2003-08-25,2003-08-27,PROFIT,0.053576564411660144,2
TXN,RATTLESNAKE,2003-09-15,2003-09-16,PROFIT,0.04739806679001135,1
GILD,RATTLESNAKE,2003-09-16,2003-09-22,STOP,-0.0670869367589757,4
BKNG,RATTLESNAKE,2003-09-22,2003-09-23,STOP,-0.07264154169725123,1
NVDA,RATTLESNAKE,2003-09-24,2003-09-26,STOP,-0.051745232974155564,2
AAPL,RATTLESNAKE,2003-09-25,2003-09-29,PROFIT,0.04258541693747797,2
NVDA,RATTLESNAKE,2003-09-26,2003-09-29,STOP,-0.05397160809458157,1
GILD,RATTLESNAKE,2003-09-22,2003-10-02,TIME,0.020446739138811454,8
NFLX,RATTLESNAKE,2003-09-29,2003-10-02,PROFIT,0.22371556673270554,3
BKNG,RATTLESNAKE,2003-09-23,2003-10-03,PROFIT,0.057646690623972985,8
GD,RATTLESNAKE,2003-09-24,2003-10-06,TIME,0.02297629580589322,8
BKNG,RATTLESNAKE,2003-10-20,2003-10-24,STOP,-0.06264907571325162,4
AAPL,RATTLESNAKE,2003-10-22,2003-10-28,PROFIT,0.0421768620675429,4
BKNG,RATTLESNAKE,2003-10-24,2003-10-28,PROFIT,0.06719937459149805,2
GILD,RATTLESNAKE,2003-10-29,2003-10-30,PROFIT,0.044999644686018136,1
CAT,RATTLESNAKE,2003-10-22,2003-11-03,TIME,0.034651879733021085,8
MSFT,RATTLESNAKE,2003-10-27,2003-11-06,TIME,-0.025269132171660824,8
NFLX,RATTLESNAKE,2003-11-06,2003-11-07,STOP,-0.07770934069221935,1
BAC,RATTLESNAKE,2003-10-30,2003-11-11,TIME,0.00452323579799252,8
NFLX,RATTLESNAKE,2003-11-07,2003-11-12,PROFIT,0.07167244455646604,3
NFLX,RATTLESNAKE,2003-11-12,2003-11-14,STOP,-0.06906928130260304,2
ADBE,RATTLESNAKE,2003-11-14,2003-11-20,STOP,-0.06789977316528806,4
SCHW,RATTLESNAKE,2003-11-17,2003-11-24,STOP,-0.053754783528514816,5
AMZN,RATTLESNAKE,2003-11-20,2003-11-24,PROFIT,0.05076758577309315,2
ADBE,RATTLESNAKE,2003-11-20,2003-11-24,PROFIT,0.0809400665570219,2
MS,RATTLESNAKE,2003-11-20,2003-11-25,PROFIT,0.04613624959804907,3
AAPL,RATTLESNAKE,2003-11-19,2003-12-01,PROFIT,0.063174144042496,7
NFLX,RATTLESNAKE,2003-12-09,2003-12-11,PROFIT,0.044014964562737235,2
NVDA,RATTLESNAKE,2003-12-09,2003-12-11,PROFIT,0.0738083004110619,2
ADBE,RATTLESNAKE,2003-12-10,2003-12-11,PROFIT,0.04464281055732977,1
ACN,RATTLESNAKE,2004-01-13,2004-01-14,PROFIT,0.04545470693177456,1
INTU,RATTLESNAKE,2004-01-08,2004-01-16,PROFIT,0.040216805913990905,6
AAPL,RATTLESNAKE,2004-01-22,2004-01-27,PROFIT,0.04012661773356796,3
AMT,RATTLESNAKE,2004-01-20,2004-01-30,TIME,-0.02743378347790848,8
AMZN,RATTLESNAKE,2004-02-02,2004-02-03,STOP,-0.06898698433154826,1
NVDA,RATTLESNAKE,2004-01-27,2004-02-06,TIME,0.00574838650627485,8
TXN,RATTLESNAKE,2004-01-27,2004-02-06,TIME,0.02726502289108823,8
BK,RATTLESNAKE,2004-01-28,2004-02-09,TIME,0.02240246194405282,8
SCHW,RATTLESNAKE,2004-01-28,2004-02-09,TIME,-0.008538716904871846,8
AMZN,RATTLESNAKE,2004-02-04,2004-02-17,TIME,0.0030843663491848528,8
NFLX,RATTLESNAKE,2004-02-24,2004-02-26,PROFIT,0.07692375070876079,2
AMT,RATTLESNAKE,2004-02-23,2004-03-01,PROFIT,0.05056157477126244,5
NFLX,RATTLESNAKE,2004-03-09,2004-03-15,STOP,-0.0513640020889754,4
AMT,RATTLESNAKE,2004-03-11,2004-03-17,PROFIT,0.06950837582223501,4
TXN,RATTLESNAKE,2004-03-23,2004-03-25,PROFIT,0.06114152319985,2
SPG,RATTLESNAKE,2004-04-06,2004-04-12,STOP,-0.06954105739786864,3
NFLX,RATTLESNAKE,2004-04-16,2004-04-20,STOP,-0.05365979845850666,2
SPG,RATTLESNAKE,2004-04-12,2004-04-22,TIME,-0.0030212578277668545,8
NVDA,RATTLESNAKE,2004-04-16,2004-04-26,STOP,-0.05421592048028767,6
NFLX,RATTLESNAKE,2004-04-20,2004-04-29,STOP,-0.10481002752374413,7
NFLX,RATTLESNAKE,2004-04-29,2004-05-05,PROFIT,0.10518267449461827,4
COF,RATTLESNAKE,2004-04-26,2004-05-06,TIME,-0.017319686347525898,8
DE,RATTLESNAKE,2004-04-29,2004-05-11,TIME,-0.04121781276795,8
F,RATTLESNAKE,2004-05-10,2004-05-14,PROFIT,0.04925035639799158,4
MO,RATTLESNAKE,2004-05-12,2004-05-24,STOP,-0.09738916344988957,8
NFLX,RATTLESNAKE,2004-07-08,2004-07-09,PROFIT,0.047633361952972963,1
AMZN,RATTLESNAKE,2004-07-08,2004-07-19,STOP,-0.070302946699622,7
AMT,RATTLESNAKE,2004-07-26,2004-07-27,PROFIT,0.0700361135261296,1
HON,RATTLESNAKE,2004-08-06,2004-08-18,TIME,0.03561756142820571,8
CRM,RATTLESNAKE,2004-09-28,2004-09-29,PROFIT,0.04999997747722684,1
UNH,RATTLESNAKE,2004-10-19,2004-10-20,PROFIT,0.05052639410241988,1
GILD,RATTLESNAKE,2004-10-22,2004-10-27,PROFIT,0.05082695850630192,3
QCOM,RATTLESNAKE,2004-11-04,2004-11-11,PROFIT,0.05306028920795525,5
GOOG,RATTLESNAKE,2004-11-05,2004-11-11,PROFIT,0.08072041641898675,4
CRM,RATTLESNAKE,2004-11-09,2004-11-15,PROFIT,0.06502809737074156,4
GOOG,RATTLESNAKE,2004-11-18,2004-11-24,PROFIT,0.04309395814447514,4
CRM,RATTLESNAKE,2004-11-18,2004-12-01,TIME,-0.04938250874233541,8
CRM,RATTLESNAKE,2004-12-07,2004-12-17,TIME,0.003115480068276888,8
UPS,RATTLESNAKE,2005-01-13,2005-01-26,TIME,-0.007883618199637898,8
QCOM,RATTLESNAKE,2005-01-20,2005-02-01,TIME,-0.02514617279971687,8
AAPL,RATTLESNAKE,2005-03-09,2005-03-15,PROFIT,0.04091465177836606,4
NVDA,RATTLESNAKE,2005-03-08,2005-03-16,STOP,-0.05748542129157164,6
AAPL,RATTLESNAKE,2005-04-14,2005-04-15,STOP,-0.05126072852533092,1
ADBE,RATTLESNAKE,2005-04-15,2005-04-18,STOP,-0.09709857244418896,1
AAPL,RATTLESNAKE,2005-04-15,2005-04-19,PROFIT,0.04922200543108324,2
COP,RATTLESNAKE,2005-04-15,2005-04-19,PROFIT,0.04476872476247884,2
NVDA,RATTLESNAKE,2005-04-15,2005-04-21,PROFIT,0.051518572181953326,4
AAPL,RATTLESNAKE,2005-04-20,2005-04-21,PROFIT,0.047028675472359005,1
ADBE,RATTLESNAKE,2005-04-20,2005-04-21,PROFIT,0.040000015991743965,1
UNP,RATTLESNAKE,2005-04-18,2005-04-28,TIME,0.0011104485054280744,8
LIN,RATTLESNAKE,2005-04-18,2005-04-28,TIME,0.002894176042738339,8
COP,RATTLESNAKE,2005-05-16,2005-05-19,PROFIT,0.04732323139422645,3
BKNG,RATTLESNAKE,2005-05-11,2005-05-23,PROFIT,0.05639742850629714,8
NFLX,RATTLESNAKE,2005-05-26,2005-06-08,TIME,0.015027983985293147,8
AAPL,RATTLESNAKE,2005-06-07,2005-06-17,PROFIT,0.0484403190244167,8
GILD,RATTLESNAKE,2005-06-24,2005-06-30,PROFIT,0.05365334111199127,4
NFLX,RATTLESNAKE,2005-06-23,2005-07-06,PROFIT,0.04236626950990119,8
NVDA,RATTLESNAKE,2005-07-18,2005-07-28,PROFIT,0.04004588284684907,8
SPG,RATTLESNAKE,2005-08-08,2005-08-11,PROFIT,0.04462824052337511,3
GILD,RATTLESNAKE,2005-08-08,2005-08-18,TIME,0.012823957299242794,8
CRM,RATTLESNAKE,2005-08-16,2005-08-18,STOP,-0.0759434984283659,2
CRM,RATTLESNAKE,2005-08-18,2005-08-26,STOP,-0.05265740059775925,6
COP,RATTLESNAKE,2005-10-05,2005-10-17,TIME,-0.003636392934757704,8
XOM,RATTLESNAKE,2005-10-05,2005-10-17,TIME,-0.0015269727711502146,8
CVX,RATTLESNAKE,2005-10-06,2005-10-18,TIME,-0.04516664096956924,8
TXN,RATTLESNAKE,2005-10-07,2005-10-19,TIME,-0.018282524382052356,8
NVDA,RATTLESNAKE,2005-10-10,2005-10-20,TIME,-0.014275563934260327,8
CAT,RATTLESNAKE,2005-10-26,2005-10-31,PROFIT,0.040356287140328684,3
AMZN,RATTLESNAKE,2005-10-26,2005-11-03,PROFIT,0.04553465082743546,6
QCOM,RATTLESNAKE,2005-10-28,2005-11-03,PROFIT,0.07182841433257026,4
NFLX,RATTLESNAKE,2005-12-12,2005-12-16,PROFIT,0.0478092523666338,4
NFLX,RATTLESNAKE,2006-01-05,2006-01-18,TIME,-0.0032094087986653808,8
GOOG,RATTLESNAKE,2006-01-20,2006-01-23,PROFIT,0.070194821010237,1
NFLX,RATTLESNAKE,2006-01-20,2006-01-24,PROFIT,0.054112007904478565,2
NFLX,RATTLESNAKE,2006-02-02,2006-02-09,STOP,-0.058236808313960386,5
GOOG,RATTLESNAKE,2006-02-03,2006-02-09,STOP,-0.059703821002079493,4
CRM,RATTLESNAKE,2006-02-03,2006-02-10,STOP,-0.08187288358210643,5
GOOG,RATTLESNAKE,2006-02-09,2006-02-22,TIME,0.018730723259227755,8
CRM,RATTLESNAKE,2006-02-13,2006-02-24,TIME,-0.013718438811527678,8
INTU,RATTLESNAKE,2006-02-21,2006-03-03,TIME,-0.0004114383605388072,8
AAPL,RATTLESNAKE,2006-03-09,2006-03-14,PROFIT,0.05302692170875645,3
AAPL,RATTLESNAKE,2006-03-21,2006-03-28,STOP,-0.05015379626415428,5
COF,RATTLESNAKE,2006-03-17,2006-03-29,TIME,-0.0017097238519929725,8
ACN,RATTLESNAKE,2006-03-29,2006-04-04,PROFIT,0.04259709322357286,4
CRM,RATTLESNAKE,2006-04-12,2006-04-25,PROFIT,0.057142797423119784,8
GILD,RATTLESNAKE,2006-04-26,2006-05-08,TIME,-0.013784804523653937,8
ADBE,RATTLESNAKE,2006-05-03,2006-05-09,STOP,-0.05191099895993467,4
GOOG,RATTLESNAKE,2006-05-01,2006-05-11,TIME,-0.029831859185029175,8
NVDA,RATTLESNAKE,2006-05-12,2006-05-17,STOP,-0.05203131094818014,3
CRM,RATTLESNAKE,2006-05-12,2006-05-18,STOP,-0.08141029183015525,4
CSCO,RATTLESNAKE,2006-05-11,2006-05-19,PROFIT,0.040898011264836276,6
AMT,RATTLESNAKE,2006-05-18,2006-05-22,STOP,-0.06327113386144001,2
SBUX,RATTLESNAKE,2006-05-12,2006-05-24,TIME,-0.012342411261813124,8
AMT,RATTLESNAKE,2006-05-22,2006-05-25,PROFIT,0.05167162059217878,3
GOOG,RATTLESNAKE,2006-05-16,2006-05-26,TIME,0.02706716515294949,8
NVDA,RATTLESNAKE,2006-05-18,2006-05-31,TIME,-0.035670087112138926,8
NVDA,RATTLESNAKE,2006-06-08,2006-06-12,STOP,-0.05835543476756522,2
CAT,RATTLESNAKE,2006-06-07,2006-06-15,PROFIT,0.06158236029756492,6
UNP,RATTLESNAKE,2006-06-09,2006-06-15,PROFIT,0.04302573377391061,4
DE,RATTLESNAKE,2006-06-09,2006-06-21,TIME,-0.011525891879835104,8
DE,RATTLESNAKE,2006-07-14,2006-07-21,STOP,-0.05271726844425084,5
SBUX,RATTLESNAKE,2006-07-12,2006-07-24,TIME,0.008132940735553484,8
BMY,RATTLESNAKE,2006-08-01,2006-08-08,STOP,-0.10882353308767623,5
F,RATTLESNAKE,2006-09-19,2006-09-22,PROFIT,0.044386385603479184,3
CVS,RATTLESNAKE,2006-09-25,2006-09-27,PROFIT,0.040193379271666,2
MO,RATTLESNAKE,2006-09-26,2006-10-06,TIME,0.037750311576647766,8
CRM,RATTLESNAKE,2006-11-01,2006-11-03,PROFIT,0.06526328431462702,2
INTU,RATTLESNAKE,2006-11-22,2006-12-05,TIME,-0.013946405153499986,8
F,RATTLESNAKE,2006-11-27,2006-12-05,STOP,-0.05882384692259657,6
ORCL,RATTLESNAKE,2006-12-07,2006-12-19,TIME,-0.02285760633713463,8
CRM,RATTLESNAKE,2006-12-22,2007-01-04,PROFIT,0.05076296642356537,6
NVDA,RATTLESNAKE,2007-01-05,2007-01-12,PROFIT,0.04664386053960601,5
NVDA,RATTLESNAKE,2007-01-18,2007-01-30,TIME,-0.029346904260465267,8
AAPL,RATTLESNAKE,2007-01-18,2007-01-30,TIME,-0.03951892551718028,8
CRM,RATTLESNAKE,2007-02-27,2007-03-02,STOP,-0.0524445146106306,3
CRM,RATTLESNAKE,2007-03-05,2007-03-08,PROFIT,0.05075785932488808,3
GS,RATTLESNAKE,2007-02-27,2007-03-09,TIME,0.029081197338269416,8
MS,RATTLESNAKE,2007-02-27,2007-03-09,TIME,0.025226404446574424,8
F,RATTLESNAKE,2007-02-27,2007-03-09,TIME,0.019280303504817686,8
CMCSA,RATTLESNAKE,2007-02-27,2007-03-09,TIME,0.032410593296036794,8
DE,RATTLESNAKE,2007-03-28,2007-04-10,TIME,0.03222716488084543,8
BKNG,RATTLESNAKE,2007-05-11,2007-05-18,PROFIT,0.0729514653447354,5
NEE,RATTLESNAKE,2007-06-07,2007-06-11,PROFIT,0.04391455454757209,2
EXC,RATTLESNAKE,2007-06-07,2007-06-14,PROFIT,0.04104692982431968,5
TMUS,RATTLESNAKE,2007-06-07,2007-06-15,PROFIT,0.09437455563030217,6
EXC,RATTLESNAKE,2007-07-26,2007-08-01,PROFIT,0.04513418334746988,4
MA,RATTLESNAKE,2007-08-03,2007-08-06,PROFIT,0.048453408130214815,1
CAT,RATTLESNAKE,2007-07-26,2007-08-07,TIME,0.027462359907752587,8
TGT,RATTLESNAKE,2007-07-26,2007-08-07,TIME,0.007071539626853696,8
DE,RATTLESNAKE,2007-07-26,2007-08-07,TIME,0.02288907099378168,8
AMT,RATTLESNAKE,2007-07-26,2007-08-07,TIME,-0.01061712633003642,8
MA,RATTLESNAKE,2007-08-15,2007-08-17,PROFIT,0.06168624048079008,2
LIN,RATTLESNAKE,2007-08-15,2007-08-21,PROFIT,0.045454086233355895,4
COST,RATTLESNAKE,2007-08-15,2007-08-22,PROFIT,0.047358529341884115,5
UNP,RATTLESNAKE,2007-08-15,2007-08-22,PROFIT,0.048490273684298923,5
EXC,RATTLESNAKE,2007-08-15,2007-08-22,PROFIT,0.051504280858323925,5
F,RATTLESNAKE,2007-10-19,2007-10-29,PROFIT,0.04779015901539774,6
CRM,RATTLESNAKE,2007-10-19,2007-10-31,PROFIT,0.07823264800001772,8
MMM,RATTLESNAKE,2007-10-19,2007-10-31,TIME,-0.0030015161110791277,8
AMZN,RATTLESNAKE,2007-10-30,2007-11-08,STOP,-0.05281057774352926,7
BKNG,RATTLESNAKE,2007-11-08,2007-11-09,PROFIT,0.23033123922141518,1
AAPL,RATTLESNAKE,2007-11-09,2007-11-12,STOP,-0.07020600214717088,1
NVDA,RATTLESNAKE,2007-11-09,2007-11-12,STOP,-0.09982015867600114,1
GS,RATTLESNAKE,2007-11-05,2007-11-13,PROFIT,0.06708192181549988,6
ADBE,RATTLESNAKE,2007-11-09,2007-11-13,STOP,-0.05504165068754974,2
CRM,RATTLESNAKE,2007-11-07,2007-11-16,PROFIT,0.13004918402958476,7
CSCO,RATTLESNAKE,2007-11-13,2007-11-21,STOP,-0.06270736484829142,6
NFLX,RATTLESNAKE,2007-11-20,2007-11-26,STOP,-0.051261108598540606,3
NFLX,RATTLESNAKE,2007-11-26,2007-11-27,PROFIT,0.04052308996431453,1
NVDA,RATTLESNAKE,2007-11-26,2007-11-27,PROFIT,0.043021741361441546,1
AMZN,RATTLESNAKE,2007-12-17,2007-12-19,PROFIT,0.050417194695602685,2
BRK-B,RATTLESNAKE,2007-12-17,2007-12-28,TIME,0.035359082301018585,8
INTC,RATTLESNAKE,2008-01-03,2008-01-04,STOP,-0.08107041720040997,1
NVDA,RATTLESNAKE,2008-01-03,2008-01-04,STOP,-0.08396987539341294,1
NVDA,RATTLESNAKE,2008-01-04,2008-01-07,STOP,-0.10333348820485755,1
NFLX,RATTLESNAKE,2008-01-04,2008-01-08,STOP,-0.05322959302825814,2
BKNG,RATTLESNAKE,2008-01-07,2008-01-11,STOP,-0.08499715464383584,4
CRM,RATTLESNAKE,2008-01-08,2008-01-18,STOP,-0.05228520669269732,8
DE,RATTLESNAKE,2008-01-18,2008-01-22,PROFIT,0.0883511802151784,1
MA,RATTLESNAKE,2008-01-11,2008-01-23,PROFIT,0.07490064043702471,7
LIN,RATTLESNAKE,2008-01-22,2008-01-28,PROFIT,0.05361951427398681,4
NEE,RATTLESNAKE,2008-01-23,2008-02-01,PROFIT,0.040120878460670806,7
CRM,RATTLESNAKE,2008-01-30,2008-02-05,PROFIT,0.04805393198470154,4
BKNG,RATTLESNAKE,2008-02-06,2008-02-07,PROFIT,0.08322634857482347,1
BLK,RATTLESNAKE,2008-02-11,2008-02-19,STOP,-0.068216583317665,5
BLK,RATTLESNAKE,2008-02-21,2008-02-26,PROFIT,0.052225671050823985,3
BKNG,RATTLESNAKE,2008-02-29,2008-03-12,PROFIT,0.06069125152303134,8
NFLX,RATTLESNAKE,2008-03-31,2008-04-01,PROFIT,0.05367873843338766,1
BLK,RATTLESNAKE,2008-03-31,2008-04-01,PROFIT,0.0797340103194808,1
NFLX,RATTLESNAKE,2008-04-23,2008-04-24,PROFIT,0.056302352654447496,1
BLK,RATTLESNAKE,2008-04-17,2008-04-29,TIME,-0.005940856322468324,8
NFLX,RATTLESNAKE,2008-04-24,2008-05-01,STOP,-0.06117476550399781,5
DE,RATTLESNAKE,2008-04-29,2008-05-09,TIME,0.02640035531823126,8
NFLX,RATTLESNAKE,2008-05-02,2008-05-14,TIME,-0.022508003212285854,8
CRM,RATTLESNAKE,2008-05-21,2008-05-22,PROFIT,0.058250537933890234,1
DE,RATTLESNAKE,2008-05-19,2008-05-30,TIME,0.0066834148207790545,8
AMT,RATTLESNAKE,2008-06-06,2008-06-16,PROFIT,0.05405391240805968,6
V,RATTLESNAKE,2008-06-10,2008-06-17,PROFIT,0.05428985882378323,5
NFLX,RATTLESNAKE,2008-06-26,2008-06-27,STOP,-0.07088289296569139,1
BKNG,RATTLESNAKE,2008-06-30,2008-07-02,STOP,-0.07041400785161256,2
QCOM,RATTLESNAKE,2008-06-26,2008-07-08,PROFIT,0.054089811745875016,7
MA,RATTLESNAKE,2008-07-02,2008-07-15,TIME,-0.019483031469546885,8
EXC,RATTLESNAKE,2008-07-17,2008-07-29,TIME,-0.02834564490961622,8
MA,RATTLESNAKE,2008-07-24,2008-07-30,PROFIT,0.04739255499604722,4
MA,RATTLESNAKE,2008-08-06,2008-08-18,TIME,0.025473593286644114,8
WFC,RATTLESNAKE,2008-08-18,2008-08-28,PROFIT,0.05659745657153237,8
BLK,RATTLESNAKE,2008-08-18,2008-08-28,PROFIT,0.044005073227054936,8
UNP,RATTLESNAKE,2008-09-05,2008-09-09,STOP,-0.062019360137053,2
UNP,RATTLESNAKE,2008-09-09,2008-09-10,PROFIT,0.042808798168257,1
QCOM,RATTLESNAKE,2008-09-09,2008-09-11,PROFIT,0.07629913259322763,2
UNP,RATTLESNAKE,2008-09-10,2008-09-11,PROFIT,0.0654384925437661,1
SCHW,RATTLESNAKE,2008-09-15,2008-09-16,PROFIT,0.12246686952153785,1
LOW,RATTLESNAKE,2008-09-15,2008-09-17,STOP,-0.07463272297873291,2
NFLX,RATTLESNAKE,2009-05-07,2009-05-13,STOP,-0.058043756700303484,4
NVDA,RATTLESNAKE,2009-05-11,2009-05-13,STOP,-0.10922608856254679,2
F,RATTLESNAKE,2009-05-13,2009-05-14,PROFIT,0.0403227581549912,1
F,RATTLESNAKE,2009-05-14,2009-05-15,PROFIT,0.06395330042239866,1
AXP,RATTLESNAKE,2009-05-15,2009-05-18,PROFIT,0.07841545500092617,1
NFLX,RATTLESNAKE,2009-05-13,2009-05-19,PROFIT,0.05259015022923408,4
TGT,RATTLESNAKE,2009-05-28,2009-06-01,PROFIT,0.06464019395109477,2
HD,RATTLESNAKE,2009-05-26,2009-06-05,TIME,0.01554606923312929,8
TMUS,RATTLESNAKE,2009-06-03,2009-06-05,STOP,-0.0793238691052831,2
MS,RATTLESNAKE,2009-06-15,2009-06-22,STOP,-0.0623242429066273,5
F,RATTLESNAKE,2009-06-16,2009-06-22,STOP,-0.051146628753952816,4
DE,RATTLESNAKE,2009-06-16,2009-06-22,STOP,-0.06463289904100944,4
AXP,RATTLESNAKE,2009-06-16,2009-06-22,STOP,-0.059133293411107735,4
F,RATTLESNAKE,2009-06-22,2009-06-24,PROFIT,0.04646850023654703,2
CRM,RATTLESNAKE,2009-06-22,2009-06-24,PROFIT,0.05201067884756139,2
BA,RATTLESNAKE,2009-06-23,2009-06-24,STOP,-0.058126089437621986,1
AXP,RATTLESNAKE,2009-07-02,2009-07-06,PROFIT,0.05612964477260296,1
BA,RATTLESNAKE,2009-06-25,2009-07-07,STOP,-0.0820595647940231,7
DE,RATTLESNAKE,2009-07-06,2009-07-07,STOP,-0.0536562730743525,1
NKE,RATTLESNAKE,2009-06-25,2009-07-08,TIME,0.004485062166774245,8
F,RATTLESNAKE,2009-07-08,2009-07-09,PROFIT,0.05233670790711065,1
SBUX,RATTLESNAKE,2009-07-02,2009-07-13,PROFIT,0.04929034749931582,6
MS,RATTLESNAKE,2009-07-07,2009-07-13,PROFIT,0.067304498933624,4
AMZN,RATTLESNAKE,2009-07-07,2009-07-13,PROFIT,0.07721804773427965,4
NVDA,RATTLESNAKE,2009-07-06,2009-07-15,PROFIT,0.05687212290067989,7
BAC,RATTLESNAKE,2009-07-22,2009-07-27,PROFIT,0.07031891415454106,3
BK,RATTLESNAKE,2009-07-23,2009-08-04,PROFIT,0.050843812176803116,8
AMZN,RATTLESNAKE,2009-07-30,2009-08-11,TIME,-0.029387879352502866,8
