symbol,strategy,entry_date,exit_date,exit_reason,pnl_pct,hold_days
BRK-B,RATTLESNAKE,2018-02-08,2018-02-14,PROFIT,0.04764389930219459,4
WFC,RATTLESNAKE,2018-02-06,2018-02-15,PROFIT,0.04783525204070038,7
GOOG,RATTLESNAKE,2018-02-07,2018-02-16,PROFIT,0.044078590585262756,7
CVX,RATTLESNAKE,2018-02-07,2018-02-20,TIME,-0.027801630203444172,8
CAT,RATTLESNAKE,2018-03-02,2018-03-06,PROFIT,0.05034866995566922,2
LOW,RATTLESNAKE,2018-03-01,2018-03-13,TIME,-0.020691163358129927,8
MS,RATTLESNAKE,2018-03-23,2018-03-26,PROFIT,0.042827281781862236,1
BAC,RATTLESNAKE,2018-03-23,2018-03-26,PROFIT,0.04353767166093969,1
ABBV,RATTLESNAKE,2018-03-22,2018-03-27,STOP,-0.06207972293534325,3
DE,RATTLESNAKE,2018-03-23,2018-03-29,PROFIT,0.05361379523915888,4
GOOG,RATTLESNAKE,2018-03-22,2018-04-04,TIME,-0.02281981782568565,8
CRM,RATTLESNAKE,2018-03-27,2018-04-04,PROFIT,0.04982002587827705,5
ABBV,RATTLESNAKE,2018-03-27,2018-04-09,TIME,-0.016628464618843708,8
NVDA,RATTLESNAKE,2018-03-27,2018-04-09,TIME,-0.0448297830805644,8
NVDA,RATTLESNAKE,2018-04-25,2018-04-27,PROFIT,0.044632143192668616,2
LMT,RATTLESNAKE,2018-04-27,2018-05-02,STOP,-0.05070903601597998,3
FDX,RATTLESNAKE,2018-06-22,2018-06-28,STOP,-0.06245572238301633,4
TSLA,RATTLESNAKE,2018-06-25,2018-06-28,PROFIT,0.05080929723787264,3
INTC,RATTLESNAKE,2018-06-27,2018-07-05,PROFIT,0.04081226206675037,5
NVDA,RATTLESNAKE,2018-06-25,2018-07-06,TIME,0.034334268838775106,8
NFLX,RATTLESNAKE,2018-07-17,2018-07-24,STOP,-0.05839578658323952,5
PYPL,RATTLESNAKE,2018-07-31,2018-08-02,PROFIT,0.04127099087412378,2
TSLA,RATTLESNAKE,2018-08-14,2018-08-17,STOP,-0.12121736836097474,3
NFLX,RATTLESNAKE,2018-08-17,2018-08-21,PROFIT,0.06704964567617755,2
NFLX,RATTLESNAKE,2018-10-08,2018-10-10,STOP,-0.0664852235936022,2
NVDA,RATTLESNAKE,2018-10-08,2018-10-10,STOP,-0.07555408451175605,2
NFLX,RATTLESNAKE,2018-10-10,2018-10-12,PROFIT,0.041946686010353895,2
CRM,RATTLESNAKE,2018-10-10,2018-10-12,PROFIT,0.06479935556014293,2
ADBE,RATTLESNAKE,2018-10-10,2018-10-12,PROFIT,0.04606780415439782,2
MA,RATTLESNAKE,2018-10-10,2018-10-16,PROFIT,0.05638295052803666,4
INTU,RATTLESNAKE,2018-10-10,2018-10-16,PROFIT,0.05126189695026051,4
EMR,RATTLESNAKE,2018-10-15,2018-10-24,STOP,-0.0757491499328321,7
CVS,RATTLESNAKE,2018-10-15,2018-10-25,TIME,-0.02602698601218434,8
CRM,RATTLESNAKE,2018-10-24,2018-10-25,PROFIT,0.05658116965786242,1
TGT,RATTLESNAKE,2018-11-16,2018-11-20,STOP,-0.12647300948720674,2
WMT,RATTLESNAKE,2018-11-20,2018-12-03,PROFIT,0.04874675033422604,8
CVS,RATTLESNAKE,2018-12-10,2018-12-18,STOP,-0.05154080096001867,6
TSLA,RATTLESNAKE,2018-12-18,2018-12-20,STOP,-0.06423757721952328,2
DE,RATTLESNAKE,2018-12-11,2018-12-21,TIME,-0.027279001102278655,8
TSLA,RATTLESNAKE,2018-12-20,2018-12-24,STOP,-0.06338384136191155,2
BA,RATTLESNAKE,2019-03-12,2019-03-22,TIME,-0.03526803090836872,8
DOW,RATTLESNAKE,2019-04-11,2019-04-12,PROFIT,0.06212437165500395,1
MRK,RATTLESNAKE,2019-04-17,2019-04-30,PROFIT,0.06480003635356879,8
LLY,RATTLESNAKE,2019-04-17,2019-04-30,TIME,0.004634932131888814,8
INTC,RATTLESNAKE,2019-04-26,2019-05-08,STOP,-0.0550915244771365,8
NFLX,RATTLESNAKE,2019-05-13,2019-05-16,PROFIT,0.04069393325484283,3
QCOM,RATTLESNAKE,2019-05-20,2019-05-22,STOP,-0.09540590520768066,2
AVGO,RATTLESNAKE,2019-05-21,2019-05-23,STOP,-0.05535154188176361,2
QCOM,RATTLESNAKE,2019-05-22,2019-05-28,STOP,-0.056845910231680064,3
QCOM,RATTLESNAKE,2019-05-28,2019-06-04,PROFIT,0.047116141242042664,5
AVGO,RATTLESNAKE,2019-05-23,2019-06-05,TIME,0.021646243034207924,8
META,RATTLESNAKE,2019-06-03,2019-06-07,PROFIT,0.05604651230273894,4
AVGO,RATTLESNAKE,2019-07-09,2019-07-15,PROFIT,0.04649218923411813,4
PYPL,RATTLESNAKE,2019-07-31,2019-08-05,STOP,-0.0615942894922088,3
TXN,RATTLESNAKE,2019-08-05,2019-08-08,PROFIT,0.06311476362522161,3
CL,RATTLESNAKE,2019-08-05,2019-08-08,PROFIT,0.042296070358903926,3
AVGO,RATTLESNAKE,2019-08-05,2019-08-13,PROFIT,0.059926708105687565,6
COF,RATTLESNAKE,2019-08-05,2019-08-15,TIME,-0.03405700821995461,8
CSCO,RATTLESNAKE,2019-08-05,2019-08-15,STOP,-0.09966894902745604,8
AMT,RATTLESNAKE,2019-09-10,2019-09-19,PROFIT,0.05022882569467879,7
INTU,RATTLESNAKE,2019-09-12,2019-09-24,TIME,-0.012674720237446424,8
TXN,RATTLESNAKE,2019-10-23,2019-11-04,TIME,0.02464832985676768,8
AMT,RATTLESNAKE,2019-10-28,2019-11-07,TIME,-0.02400959662985147,8
TSLA,RATTLESNAKE,2019-11-26,2019-12-09,TIME,0.03225705159279002,8
WFC,RATTLESNAKE,2020-01-15,2020-01-28,TIME,-0.019660653285297425,8
BK,RATTLESNAKE,2020-01-16,2020-01-29,TIME,-0.04205775426144853,8
TGT,RATTLESNAKE,2020-01-22,2020-02-03,TIME,-0.012203663581573432,8
QCOM,RATTLESNAKE,2020-01-27,2020-02-05,PROFIT,0.04434224390146224,7
CAT,RATTLESNAKE,2020-01-27,2020-02-06,TIME,0.011198843182348872,8
TSLA,RATTLESNAKE,2020-02-11,2020-02-18,PROFIT,0.10849971156271088,4
MS,RATTLESNAKE,2020-02-24,2020-02-27,STOP,-0.08595009023723454,3
MA,RATTLESNAKE,2020-02-25,2020-02-27,STOP,-0.05635703667464431,2
GE,RATTLESNAKE,2020-02-25,2020-02-27,STOP,-0.08215547218037511,2
TSLA,RATTLESNAKE,2020-02-26,2020-02-27,STOP,-0.1281458395846271,1
UNH,RATTLESNAKE,2020-02-25,2020-03-04,PROFIT,0.09882712504128599,6
LMT,RATTLESNAKE,2020-03-02,2020-03-04,PROFIT,0.05422829403979268,2
LOW,RATTLESNAKE,2020-03-02,2020-03-06,STOP,-0.051603254961451905,4
NFLX,RATTLESNAKE,2020-05-26,2020-06-05,TIME,0.011644956974406373,8
META,RATTLESNAKE,2020-06-26,2020-06-30,PROFIT,0.0508607575440061,2
NFLX,RATTLESNAKE,2020-07-17,2020-07-29,TIME,-0.01726197140899899,8
NFLX,RATTLESNAKE,2020-08-11,2020-08-18,PROFIT,0.05341270509113749,5
TSLA,RATTLESNAKE,2020-09-08,2020-09-09,PROFIT,0.10923349433825735,1
MSFT,RATTLESNAKE,2020-09-08,2020-09-09,PROFIT,0.04258349931094885,1
ADBE,RATTLESNAKE,2020-09-08,2020-09-14,PROFIT,0.05145737893674962,4
CRM,RATTLESNAKE,2020-09-08,2020-09-15,PROFIT,0.043146681240929796,5
MA,RATTLESNAKE,2020-09-04,2020-09-17,TIME,0.013193410679978257,8
META,RATTLESNAKE,2020-09-10,2020-09-18,STOP,-0.058040299936896966,6
NFLX,RATTLESNAKE,2020-09-10,2020-09-22,TIME,0.021844492223944467,8
TSLA,RATTLESNAKE,2020-09-23,2020-09-25,PROFIT,0.07093278915828449,2
MS,RATTLESNAKE,2020-09-23,2020-09-28,PROFIT,0.04222304527596177,3
ACN,RATTLESNAKE,2020-09-24,2020-09-29,PROFIT,0.04505176550430323,3
AMT,RATTLESNAKE,2020-09-22,2020-10-02,TIME,0.010498855806866825,8
DOW,RATTLESNAKE,2020-09-24,2020-10-05,PROFIT,0.04675702451419439,7
UNP,RATTLESNAKE,2020-10-22,2020-10-28,STOP,-0.07358181110855688,4
TSLA,RATTLESNAKE,2020-10-21,2020-10-30,STOP,-0.081866411515923,7
NFLX,RATTLESNAKE,2020-10-21,2020-11-02,TIME,-0.010080769713182836,8
TMO,RATTLESNAKE,2020-11-24,2020-11-30,PROFIT,0.057830593877795655,3
CVS,RATTLESNAKE,2020-11-23,2020-12-02,PROFIT,0.04267759254210257,6
COP,RATTLESNAKE,2020-12-01,2020-12-03,PROFIT,0.04914684112448353,2
PFE,RATTLESNAKE,2020-12-15,2020-12-22,STOP,-0.050891154323979615,5
FDX,RATTLESNAKE,2020-12-24,2021-01-04,STOP,-0.058142944126504226,5
COP,RATTLESNAKE,2020-12-22,2021-01-05,PROFIT,0.0719963281884417,8
KO,RATTLESNAKE,2021-01-07,2021-01-20,TIME,-0.02562050641602054,8
BK,RATTLESNAKE,2021-01-20,2021-01-27,STOP,-0.06283854064935845,5
USB,RATTLESNAKE,2021-01-20,2021-01-27,STOP,-0.0607722082988128,5
COP,RATTLESNAKE,2021-01-21,2021-01-27,STOP,-0.0588097317976386,4
MA,RATTLESNAKE,2021-01-15,2021-01-28,TIME,0.0031555835274752475,8
DOW,RATTLESNAKE,2021-01-29,2021-02-02,PROFIT,0.05221596315081545,2
MS,RATTLESNAKE,2021-01-29,2021-02-02,PROFIT,0.058165552257372743,2
C,RATTLESNAKE,2021-01-22,2021-02-03,TIME,0.004741832294444137,8
INTC,RATTLESNAKE,2021-01-28,2021-02-04,PROFIT,0.05487525829266482,5
SCHW,RATTLESNAKE,2021-01-28,2021-02-09,PROFIT,0.0470785438646828,8
QCOM,RATTLESNAKE,2021-02-08,2021-02-19,TIME,-0.01655587979855422,8
NVDA,RATTLESNAKE,2021-02-25,2021-03-01,PROFIT,0.04014655482118923,2
NEE,RATTLESNAKE,2021-02-22,2021-03-04,TIME,-0.0457513578377996,8
PYPL,RATTLESNAKE,2021-02-23,2021-03-04,STOP,-0.09784903710528503,7
LOW,RATTLESNAKE,2021-02-24,2021-03-04,STOP,-0.052615527564088604,6
TMO,RATTLESNAKE,2021-02-23,2021-03-05,TIME,-0.026023851884031113,8
TSLA,RATTLESNAKE,2021-03-03,2021-03-05,STOP,-0.08458361026680083,2
TGT,RATTLESNAKE,2021-03-04,2021-03-08,PROFIT,0.04151458962787835,2
NVDA,RATTLESNAKE,2021-03-05,2021-03-08,STOP,-0.06967466624426288,1
TSLA,RATTLESNAKE,2021-03-08,2021-03-09,PROFIT,0.1964120760817838,1
PYPL,RATTLESNAKE,2021-03-08,2021-03-09,PROFIT,0.06930862897645085,1
AVGO,RATTLESNAKE,2021-03-08,2021-03-09,PROFIT,0.05305641118560134,1
QCOM,RATTLESNAKE,2021-03-08,2021-03-09,PROFIT,0.04797111445106639,1
AAPL,RATTLESNAKE,2021-03-08,2021-03-09,PROFIT,0.04064973989441478,1
GE,RATTLESNAKE,2021-03-11,2021-03-15,PROFIT,0.08801954836552417,2
LLY,RATTLESNAKE,2021-03-15,2021-03-25,TIME,-0.032089153089402744,8
ORCL,RATTLESNAKE,2021-03-17,2021-03-26,PROFIT,0.06085738010634012,7
BA,RATTLESNAKE,2021-03-24,2021-03-29,PROFIT,0.047149299951086965,3
COP,RATTLESNAKE,2021-03-18,2021-03-30,TIME,0.0009366059117417169,8
TSLA,RATTLESNAKE,2021-03-24,2021-03-31,PROFIT,0.059752152347053,5
MO,RATTLESNAKE,2021-04-22,2021-05-03,PROFIT,0.04021541942284501,7
INTC,RATTLESNAKE,2021-04-23,2021-05-05,TIME,-0.04034445856914326,8
TSLA,RATTLESNAKE,2021-05-10,2021-05-12,STOP,-0.06223763949261174,2
F,RATTLESNAKE,2021-05-04,2021-05-14,TIME,0.03768656267690851,8
PYPL,RATTLESNAKE,2021-05-05,2021-05-17,TIME,-0.012287797238262232,8
TSLA,RATTLESNAKE,2021-05-12,2021-05-24,TIME,0.028056056861434087,8
LOW,RATTLESNAKE,2021-05-17,2021-05-27,TIME,-0.0018547469523966242,8
T,RATTLESNAKE,2021-05-18,2021-05-28,TIME,-0.004060933656389265,8
CAT,RATTLESNAKE,2021-06-11,2021-06-17,STOP,-0.050974111193437754,4
C,RATTLESNAKE,2021-06-16,2021-06-18,STOP,-0.05387648624551278,2
C,RATTLESNAKE,2021-06-18,2021-06-24,PROFIT,0.05487372658543177,4
AIG,RATTLESNAKE,2021-06-18,2021-06-25,PROFIT,0.046317990497104056,5
MET,RATTLESNAKE,2021-06-18,2021-06-25,PROFIT,0.046655466475268303,5
ORCL,RATTLESNAKE,2021-06-16,2021-06-28,TIME,0.018422463750450202,8
DOW,RATTLESNAKE,2021-06-18,2021-06-30,TIME,0.020974413587692142,8
SPG,RATTLESNAKE,2021-07-19,2021-07-20,PROFIT,0.0720197358412844,1
NVDA,RATTLESNAKE,2021-07-16,2021-07-21,PROFIT,0.06877337545950946,3
COP,RATTLESNAKE,2021-07-19,2021-07-21,PROFIT,0.06182502657860933,2
XOM,RATTLESNAKE,2021-07-19,2021-07-21,PROFIT,0.04354087616348501,2
BAC,RATTLESNAKE,2021-07-19,2021-07-21,PROFIT,0.04142998308259038,2
UPS,RATTLESNAKE,2021-07-27,2021-08-06,TIME,-0.01326925335889384,8
PYPL,RATTLESNAKE,2021-07-30,2021-08-11,TIME,0.0031939013109771874,8
AMZN,RATTLESNAKE,2021-08-02,2021-08-12,TIME,-0.008398681859928092,8
COP,RATTLESNAKE,2021-08-19,2021-08-23,PROFIT,0.044813159524947244,2
XOM,RATTLESNAKE,2021-08-19,2021-08-23,PROFIT,0.041343105846987305,2
DE,RATTLESNAKE,2021-08-20,2021-08-24,PROFIT,0.04709358177503886,2
F,RATTLESNAKE,2021-08-19,2021-08-27,PROFIT,0.05051314358544201,6
WFC,RATTLESNAKE,2021-09-01,2021-09-13,PROFIT,0.05316440009815748,7
COF,RATTLESNAKE,2021-09-03,2021-09-16,TIME,0.018504307754062532,8
ABBV,RATTLESNAKE,2021-09-07,2021-09-17,TIME,-0.011923329398905058,8
LLY,RATTLESNAKE,2021-09-13,2021-09-23,TIME,-0.0242897119944947,8
META,RATTLESNAKE,2021-09-22,2021-10-04,TIME,-0.049473997409272386,8
NKE,RATTLESNAKE,2021-09-30,2021-10-07,PROFIT,0.045582858701280315,5
COF,RATTLESNAKE,2021-10-27,2021-11-08,TIME,0.019803182442908573,8
TSLA,RATTLESNAKE,2021-11-09,2021-11-10,PROFIT,0.043429451929624774,1
TSLA,RATTLESNAKE,2021-11-10,2021-11-15,STOP,-0.05108855981322369,3
GM,RATTLESNAKE,2021-11-30,2021-12-02,PROFIT,0.05443224275089187,2
AIG,RATTLESNAKE,2021-12-01,2021-12-02,PROFIT,0.04330976753680571,1
UPS,RATTLESNAKE,2021-12-01,2021-12-06,PROFIT,0.04074150613278804,3
CRM,RATTLESNAKE,2021-12-01,2021-12-07,PROFIT,0.0615901899997322,4
ADBE,RATTLESNAKE,2021-12-06,2021-12-07,PROFIT,0.0448846455719043,1
NFLX,RATTLESNAKE,2021-12-03,2021-12-08,PROFIT,0.04309696165416188,3
SPG,RATTLESNAKE,2021-11-30,2021-12-10,TIME,0.007813555637433467,8
INTU,RATTLESNAKE,2021-12-17,2021-12-27,PROFIT,0.05239666667374854,5
ORCL,RATTLESNAKE,2021-12-20,2021-12-31,TIME,-0.04834148844491282,8
INTU,RATTLESNAKE,2022-01-05,2022-01-13,STOP,-0.06760686493413837,6
ACN,RATTLESNAKE,2022-01-06,2022-01-14,STOP,-0.06276183321635376,6
DHR,RATTLESNAKE,2022-01-07,2022-01-20,TIME,-0.04298700594539007,8
TMO,RATTLESNAKE,2022-01-07,2022-01-20,TIME,-0.03114991029034042,8
UNH,RATTLESNAKE,2022-01-07,2022-01-20,TIME,0.009594206383972903,8
MS,RATTLESNAKE,2022-01-19,2022-01-20,PROFIT,0.04282869180682791,1
NVDA,RATTLESNAKE,2022-01-19,2022-01-21,STOP,-0.06753903622786994,2
AVGO,RATTLESNAKE,2022-01-21,2022-01-26,PROFIT,0.044802541164368215,3
F,RATTLESNAKE,2022-01-21,2022-01-27,STOP,-0.05326906855392066,4
NVDA,RATTLESNAKE,2022-01-21,2022-01-27,STOP,-0.06117881967921879,4
QCOM,RATTLESNAKE,2022-01-21,2022-01-31,PROFIT,0.06566436462229852,6
BK,RATTLESNAKE,2022-01-21,2022-01-31,PROFIT,0.0424486665981787,6
F,RATTLESNAKE,2022-02-07,2022-02-17,TIME,-0.019564004397173207,8
BK,RATTLESNAKE,2022-02-17,2022-02-23,STOP,-0.06974717785499718,3
WFC,RATTLESNAKE,2022-02-24,2022-03-04,STOP,-0.07436910252367002,6
NVDA,RATTLESNAKE,2022-02-24,2022-03-07,STOP,-0.10073953545263759,7
AXP,RATTLESNAKE,2022-03-04,2022-03-07,STOP,-0.0799073706546376,1
NVDA,RATTLESNAKE,2022-04-05,2022-04-06,STOP,-0.058771351981455,1
NVDA,RATTLESNAKE,2022-04-06,2022-04-08,STOP,-0.05277180501801593,2
SCHW,RATTLESNAKE,2022-04-01,2022-04-13,TIME,0.003471477017317204,8
TSLA,RATTLESNAKE,2022-04-11,2022-04-13,PROFIT,0.047585414227977685,2
UNP,RATTLESNAKE,2022-04-06,2022-04-19,TIME,0.011073171962710404,8
AVGO,RATTLESNAKE,2022-04-11,2022-04-22,TIME,0.010919482047077711,8
COP,RATTLESNAKE,2022-04-25,2022-04-28,PROFIT,0.06425924694531093,3
CAT,RATTLESNAKE,2022-04-28,2022-05-04,PROFIT,0.047778078027931103,4
DE,RATTLESNAKE,2022-04-25,2022-05-05,TIME,-0.006407126713513733,8
MO,RATTLESNAKE,2022-05-11,2022-05-17,PROFIT,0.04933265328218073,4
AIG,RATTLESNAKE,2022-05-11,2022-05-20,STOP,-0.05101538512941184,7
KHC,RATTLESNAKE,2022-05-18,2022-05-31,TIME,-0.021176157011265184,8
MO,RATTLESNAKE,2022-06-08,2022-06-15,STOP,-0.05923373283213762,5
EXC,RATTLESNAKE,2022-06-13,2022-06-16,STOP,-0.05631877538124175,3
COP,RATTLESNAKE,2022-06-15,2022-06-16,STOP,-0.06320318471557873,1
COP,RATTLESNAKE,2022-06-16,2022-06-17,STOP,-0.08474900211224479,1
COP,RATTLESNAKE,2022-06-17,2022-06-21,PROFIT,0.059099652225859556,1
COP,RATTLESNAKE,2022-06-21,2022-06-22,STOP,-0.06265143117909633,1
CVX,RATTLESNAKE,2022-06-16,2022-06-23,STOP,-0.08393342142804883,4
COP,RATTLESNAKE,2022-06-22,2022-06-23,STOP,-0.055555319315610974,1
COP,RATTLESNAKE,2022-06-23,2022-06-27,PROFIT,0.05752285570864668,2
CVX,RATTLESNAKE,2022-06-23,2022-06-28,PROFIT,0.052727655471489054,3
LLY,RATTLESNAKE,2022-08-05,2022-08-15,PROFIT,0.045283660168427,6
COP,RATTLESNAKE,2022-09-23,2022-09-29,PROFIT,0.045338468912331065,4
XOM,RATTLESNAKE,2022-09-23,2022-10-03,PROFIT,0.07195329117014415,6
COP,RATTLESNAKE,2022-12-08,2022-12-20,TIME,0.00044398954457669504,8
NFLX,RATTLESNAKE,2022-12-16,2022-12-29,TIME,0.0014103528401525622,8
MS,RATTLESNAKE,2022-12-20,2023-01-03,TIME,0.006575740642104755,8
EMR,RATTLESNAKE,2023-01-18,2023-01-30,TIME,0.0053805687009513825,8
SCHW,RATTLESNAKE,2023-01-19,2023-01-31,TIME,0.014412990929275171,8
COP,RATTLESNAKE,2023-02-02,2023-02-14,TIME,0.024757757023755156,8
CVX,RATTLESNAKE,2023-02-02,2023-02-14,TIME,0.019584974911236452,8
GM,RATTLESNAKE,2023-02-23,2023-03-03,PROFIT,0.04727511648503979,6
NFLX,RATTLESNAKE,2023-02-23,2023-03-07,TIME,-0.04690256380880853,8
MS,RATTLESNAKE,2023-03-10,2023-03-15,STOP,-0.0517489667340163,3
CAT,RATTLESNAKE,2023-03-10,2023-03-17,STOP,-0.052860944272342,5
SPG,RATTLESNAKE,2023-03-10,2023-03-17,STOP,-0.06448428111673032,5
BK,RATTLESNAKE,2023-03-13,2023-03-23,TIME,-0.019945567973130518,8
AXP,RATTLESNAKE,2023-03-15,2023-03-27,TIME,0.020712229552831474,8
T,RATTLESNAKE,2023-04-21,2023-04-26,STOP,-0.055982449994600336,3
CSCO,RATTLESNAKE,2023-04-20,2023-05-02,TIME,-0.0047230009420159424,8
ABBV,RATTLESNAKE,2023-05-02,2023-05-12,TIME,-0.02948169223844266,8
XOM,RATTLESNAKE,2023-05-04,2023-05-16,TIME,-0.024805603973167778,8
SBUX,RATTLESNAKE,2023-05-25,2023-06-07,TIME,-0.005282586045298632,8
INTC,RATTLESNAKE,2023-06-22,2023-06-27,PROFIT,0.04249460102310443,3
NFLX,RATTLESNAKE,2023-07-25,2023-08-04,TIME,0.009118526665286675,8
TSLA,RATTLESNAKE,2023-07-25,2023-08-04,TIME,-0.04304884733675807,8
NVDA,RATTLESNAKE,2023-08-11,2023-08-14,PROFIT,0.07093370220777118,1
QCOM,RATTLESNAKE,2023-08-07,2023-08-15,STOP,-0.06418641284560456,6
TSLA,RATTLESNAKE,2023-08-17,2023-08-21,PROFIT,0.05501321727688602,2
ORCL,RATTLESNAKE,2023-09-12,2023-09-22,TIME,-0.005291758101614974,8
INTC,RATTLESNAKE,2023-09-20,2023-10-02,TIME,0.02219654942212168,8
AMZN,RATTLESNAKE,2023-09-21,2023-10-03,TIME,-0.03564525280355024,8
LOW,RATTLESNAKE,2023-09-21,2023-10-03,TIME,-0.0496178187599422,8
TSLA,RATTLESNAKE,2023-10-19,2023-10-26,STOP,-0.06519470293818519,5
INTC,RATTLESNAKE,2023-10-26,2023-10-27,PROFIT,0.09286576358799725,1
CAT,RATTLESNAKE,2023-10-23,2023-10-31,STOP,-0.08600200809949621,6
GOOG,RATTLESNAKE,2023-10-26,2023-11-02,PROFIT,0.041639742647789024,5
INTU,RATTLESNAKE,2023-10-25,2023-11-06,TIME,0.036167555962572706,8
INTC,RATTLESNAKE,2023-12-06,2023-12-11,PROFIT,0.07923420514148716,3
FDX,RATTLESNAKE,2023-12-20,2024-01-03,TIME,0.005644767829542374,8
TSLA,RATTLESNAKE,2024-01-04,2024-01-12,STOP,-0.08002351057976087,6
BA,RATTLESNAKE,2024-01-08,2024-01-16,STOP,-0.12436679357003955,5
MS,RATTLESNAKE,2024-01-16,2024-01-26,TIME,0.020472293234017558,8
GILD,RATTLESNAKE,2024-01-22,2024-02-01,TIME,-0.0034422118084351805,8
INTC,RATTLESNAKE,2024-01-26,2024-02-07,TIME,-0.01705852668615182,8
AMGN,RATTLESNAKE,2024-02-08,2024-02-21,TIME,-0.03111452175462237,8
ADBE,RATTLESNAKE,2024-02-16,2024-02-29,TIME,0.024915041929991055,8
AVGO,RATTLESNAKE,2024-03-14,2024-03-21,PROFIT,0.07246527125129565,5
ACN,RATTLESNAKE,2024-03-21,2024-04-03,TIME,-0.036953170985921324,8
INTC,RATTLESNAKE,2024-04-04,2024-04-10,STOP,-0.06367987932627073,4
F,RATTLESNAKE,2024-04-15,2024-04-22,PROFIT,0.05314826510666215,5
JPM,RATTLESNAKE,2024-04-16,2024-04-22,PROFIT,0.047621670981367714,4
NFLX,RATTLESNAKE,2024-04-19,2024-04-23,PROFIT,0.04091596717837431,2
CRM,RATTLESNAKE,2024-04-15,2024-04-25,TIME,0.0008794358950012793,8
AVGO,RATTLESNAKE,2024-04-18,2024-04-26,PROFIT,0.06757785941572902,6
META,RATTLESNAKE,2024-04-25,2024-05-06,PROFIT,0.055054614499184584,7
CAT,RATTLESNAKE,2024-05-01,2024-05-07,PROFIT,0.04207579199739597,4
IBM,RATTLESNAKE,2024-04-30,2024-05-10,TIME,0.01569960320389585,8
TGT,RATTLESNAKE,2024-05-22,2024-05-30,PROFIT,0.046066744359479106,5
INTU,RATTLESNAKE,2024-05-24,2024-05-30,STOP,-0.07252172080398256,3
SCHW,RATTLESNAKE,2024-05-24,2024-06-06,TIME,0.027397195166344535,8
PYPL,RATTLESNAKE,2024-06-13,2024-06-26,STOP,-0.053298746459519375,8
AVGO,RATTLESNAKE,2024-06-25,2024-07-02,PROFIT,0.048514008753407056,5
QCOM,RATTLESNAKE,2024-06-26,2024-07-05,PROFIT,0.04266962462278001,6
SCHW,RATTLESNAKE,2024-07-16,2024-07-17,STOP,-0.05383354261219375,1
META,RATTLESNAKE,2024-07-17,2024-07-22,PROFIT,0.0550011825920067,3
NVDA,RATTLESNAKE,2024-07-17,2024-07-22,PROFIT,0.04703792440296373,3
QCOM,RATTLESNAKE,2024-07-19,2024-07-22,PROFIT,0.04704359717080342,1
AVGO,RATTLESNAKE,2024-07-17,2024-07-23,PROFIT,0.049942376625107254,4
TSLA,RATTLESNAKE,2024-07-24,2024-07-29,PROFIT,0.0745867873542021,3
NVDA,RATTLESNAKE,2024-07-29,2024-07-30,STOP,-0.07043640771276904,1
NVDA,RATTLESNAKE,2024-07-30,2024-07-31,PROFIT,0.12812088814639755,1
GM,RATTLESNAKE,2024-07-25,2024-08-02,STOP,-0.06707469410008515,6
CAT,RATTLESNAKE,2024-08-02,2024-08-08,PROFIT,0.047651660991375744,4
BAC,RATTLESNAKE,2024-08-06,2024-08-13,PROFIT,0.04171180178240741,5
WFC,RATTLESNAKE,2024-08-02,2024-08-14,TIME,0.01520702676400032,8
C,RATTLESNAKE,2024-08-02,2024-08-14,TIME,0.01855672989659274,8
COF,RATTLESNAKE,2024-08-02,2024-08-14,TIME,0.0032160633198354827,8
AVGO,RATTLESNAKE,2024-09-06,2024-09-10,PROFIT,0.08182477710683944,2
NVDA,RATTLESNAKE,2024-09-03,2024-09-11,PROFIT,0.08250000706727767,6
CHTR,RATTLESNAKE,2024-09-04,2024-09-16,TIME,0.03536961750886625,8
FDX,RATTLESNAKE,2024-09-26,2024-10-08,TIME,-0.018510889299255706,8
TSLA,RATTLESNAKE,2024-10-11,2024-10-23,TIME,-0.019054219913336,8
LMT,RATTLESNAKE,2024-10-25,2024-11-06,TIME,-0.018619960035571648,8
GE,RATTLESNAKE,2024-10-28,2024-11-07,TIME,0.019902023799579505,8
IBM,RATTLESNAKE,2024-10-28,2024-11-07,TIME,0.0036633972888371336,8
AVGO,RATTLESNAKE,2024-11-15,2024-11-27,TIME,-0.03136369889897528,8
TXN,RATTLESNAKE,2024-11-15,2024-11-27,TIME,-0.009596178886886797,8
GILD,RATTLESNAKE,2024-11-15,2024-11-27,PROFIT,0.045362113021840456,8
UNH,RATTLESNAKE,2024-12-06,2024-12-12,STOP,-0.05800688318314606,4
GM,RATTLESNAKE,2024-12-03,2024-12-13,TIME,-0.018853260680987582,8
ORCL,RATTLESNAKE,2024-12-13,2024-12-26,TIME,-0.009862308021751365,8
SCHW,RATTLESNAKE,2024-12-18,2024-12-31,TIME,0.0005408631371131012,8
SBUX,RATTLESNAKE,2024-12-18,2024-12-31,TIME,0.015016649607008326,8
CHTR,RATTLESNAKE,2024-12-19,2025-01-02,TIME,-0.009694653787637564,8
TSLA,RATTLESNAKE,2025-01-02,2025-01-03,PROFIT,0.08215567328200035,1
AVGO,RATTLESNAKE,2025-01-27,2025-01-30,PROFIT,0.06693717421655632,3
ORCL,RATTLESNAKE,2025-01-29,2025-01-30,PROFIT,0.051598477419482425,1
NVDA,RATTLESNAKE,2025-01-29,2025-02-03,STOP,-0.056911790435686616,3
