date,value,cash,positions,drawdown,leverage,in_protection,risk_on,protection_stage,inverse_value
2004-03-09,117291.60212887306,14619.709402272087,5,-0.06842443760329668,1.644728236004644,False,True,0,0.0
2004-03-10,115881.24007594924,15546.33613978924,5,-0.07962608204150529,1.3893679256297145,False,True,0,0.0
2004-03-11,113980.6225746056,15540.373511710935,5,-0.09472152609358522,1.4042500650488223,False,True,0,0.0
2004-03-12,116219.44438265215,23411.35391080163,5,-0.07693993178434051,1.254454656138264,False,True,0,0.0
2004-03-15,114843.89587333398,23409.6461633739,5,-0.08786507350730938,1.196690390531255,False,True,0,0.0
2004-03-16,116337.47964503724,23407.217061658754,5,-0.0760024497827031,1.2319574092091226,False,True,0,0.0
2004-03-17,118215.42265775402,20168.131625391197,5,-0.06108709534583205,1.1556176411634111,False,True,0,0.0
2004-03-18,118726.75725183601,20166.670739793113,5,-0.05702587695159924,1.158209230735174,False,True,0,0.0
2004-03-19,117625.19784201618,19010.13348493183,5,-0.06577489059017824,1.0877320980957093,False,True,0,0.0
2004-03-22,115902.66959410088,19011.207303791372,5,-0.07945588046644227,1.0450321194212715,False,True,0,0.0
2004-03-23,115925.19366558199,19012.281067560994,5,-0.07927698552275804,1.0450302126549982,False,True,0,0.0
2004-03-24,115295.57262821347,19543.33047971538,5,-0.08427768089512509,1.0555798176068028,False,True,0,0.0
2004-03-25,116023.29140640979,19545.65706667725,5,-0.07849785507843951,0.9863361117655932,False,True,0,0.0
2004-03-26,115312.56101381905,17197.384754415674,5,-0.08414275252354957,0.9868225630967323,False,True,0,0.0
2004-03-29,118673.1699981269,17199.43206212453,5,-0.05745148778055274,0.9567790810717387,False,True,0,0.0
2004-03-30,119011.76045791384,17201.4796135605,5,-0.05476227054527612,0.95740755929205,False,True,0,0.0
2004-03-31,119771.10266594526,18277.986174105732,5,-0.04873127913873712,0.9582306659890396,False,True,0,0.0
2004-04-01,120898.10328290457,18280.162124840746,5,-0.03978020152951708,0.9492656090329582,False,True,0,0.0
2004-04-02,122923.68929682838,22800.33185417379,5,-0.02369220890383312,0.9366270778316432,False,True,0,0.0
2004-04-05,124089.74748266759,22803.046179394525,5,-0.014430920878566726,0.9659413915117091,False,True,0,0.0
2004-04-06,123067.39612195622,22805.760827749215,5,-0.0225508333576826,0.9676196395294333,False,True,0,0.0
2004-04-07,122634.22673445093,20948.992784155693,5,-0.02599123325378854,1.0583815191111254,False,True,0,0.0
2004-04-08,122179.8823003858,20948.07412136353,5,-0.029599813612516946,1.1328822037504471,False,True,0,0.0
2004-04-12,123101.10307390928,17115.332663179346,5,-0.022283119624112377,1.193568618793869,False,True,0,0.0
2004-04-13,121430.48341944013,17113.188092637418,5,-0.03555183124468606,1.169087886196175,False,True,0,0.0
2004-04-14,120872.21922441975,17110.882120503717,5,-0.0399857827979323,1.1777162953292106,False,True,0,0.0
2004-04-15,118953.4316949313,19014.01708930749,5,-0.05522554028661409,1.2259853947409611,False,True,0,0.0
2004-04-16,118409.03112549474,17488.33712760766,5,-0.05954938152875796,1.1976761628851544,False,True,0,0.0
2004-04-19,119076.84515430235,21817.755488895855,5,-0.05424534255093489,1.335274220367206,False,True,0,0.0
2004-04-20,115870.44116080618,20721.88396944438,5,-0.07971185122928247,1.252579061957169,False,True,0,0.0
2004-04-21,116653.19713993341,20718.959729952156,5,-0.07349489853838444,1.2408179486004176,False,True,0,0.0
2004-04-22,118083.42965002595,20717.44642485224,5,-0.06213543519433722,1.164874835021439,False,True,0,0.0
2004-04-23,118327.28859191664,19300.620533610436,5,-0.06019861255048176,1.230288271459867,False,True,0,0.0
2004-04-26,117087.66558028662,21232.236336989146,5,-0.070044181058876,1.226562166350368,False,True,0,0.0
2004-04-27,116598.00881561037,21324.40136421198,5,-0.07393322569340514,1.3292339934807553,False,True,0,0.0
2004-04-28,113350.48405039695,21321.96292617048,5,-0.09972633154787956,1.2260822421437114,False,True,0,0.0
2004-04-29,111504.42343249999,29369.14494079729,5,-0.11438846359418083,1.1897390420732488,False,True,0,0.0
2004-04-30,111032.8142147951,24817.231626019195,5,-0.11813416758526603,1.189677385453384,False,True,0,0.0
2004-05-03,112127.29597897692,22066.01260334537,5,-0.10944136736347053,1.1586133907814617,False,True,0,0.0
2004-05-04,112551.91233406487,21449.697372365903,5,-0.10606889898027573,1.1797941066476503,False,True,0,0.0
2004-05-05,113649.87910459685,21448.619723296677,5,-0.09734841948143323,1.1549699986617132,False,True,0,0.0
2004-05-06,113132.4228096233,25027.622712224213,5,-0.10145825880715116,1.1306659596692008,False,True,0,0.0
2004-05-07,112315.26306666216,24787.58548311145,5,-0.10794845958282613,1.045883879674924,False,True,0,0.0
2004-05-10,111875.22658813579,23275.111880632554,5,-0.11144340058898497,1.037456049296478,False,True,0,0.0
2004-05-11,112760.23220403888,22518.815761480306,5,-0.10441434147993375,1.0481231661829367,False,True,0,0.0
2004-05-12,112844.40651728619,22520.686700471804,5,-0.10374579631745437,1.031075979606814,False,True,0,0.0
2004-05-13,113365.46705846342,23646.807842231763,5,-0.0996073306653562,1.0304273449915455,False,True,0,0.0
2004-05-14,112495.51802201505,24134.82904328113,5,-0.10651680455927923,1.0573938862933707,False,True,0,0.0
2004-05-17,111559.12527120007,23265.461387421772,5,-0.11395400029735267,1.043366875200989,False,True,0,0.0
2004-05-18,112601.11089174711,23223.117476229745,5,-0.10567814488356223,1.1131005580107811,False,True,0,0.0
2004-05-19,112375.17801123981,23222.646809651364,5,-0.10747259176980427,1.1375337164471138,False,True,0,0.0
2004-05-20,113618.91344873578,23267.348211157587,5,-0.09759436077433216,1.249635494158903,False,True,0,0.0
2004-05-21,114468.1768291225,23657.61385687578,5,-0.09084918041318905,1.2466592135974108,False,True,0,0.0
2004-05-24,114397.75062670761,24019.650786404447,5,-0.09140853272768835,1.2263901532096677,False,True,0,0.0
2004-05-25,115958.46793813477,24380.09079964537,5,-0.07901270829741468,1.112887814067037,False,True,0,0.0
2004-05-26,115623.08799184988,24378.953893241625,5,-0.08167642638469629,1.1719341517581365,False,True,0,0.0
2004-05-27,116107.82119995769,24198.630228658756,5,-0.0778264865530344,1.1960581849318652,False,True,0,0.0
2004-05-28,115792.83810749883,24202.144303626115,5,-0.08032820488731388,1.2335828812073906,False,True,0,0.0
2004-06-01,116666.12992895168,24868.515945159867,5,-0.07339218129363399,1.2925315074562307,False,True,0,0.0
2004-06-02,116848.16612926316,24546.574270797224,5,-0.07194637892923789,1.2863821838776166,False,True,0,0.0
2004-06-03,115908.67818603228,24543.83477285067,5,-0.07940815789034891,1.2580673683556565,False,True,0,0.0
2004-06-04,116278.76056246576,24340.04819608767,5,-0.07646881959415679,1.267173865795613,False,True,0,0.0
2004-06-07,118566.35150330237,24513.696553930415,5,-0.05829988184785518,1.3511624466377796,False,True,0,0.0
2004-06-08,118365.7137746503,24859.18560204517,5,-0.05989342479137885,1.4853540927518467,False,True,0,0.0
2004-06-09,116678.66586603469,24355.172698546718,5,-0.07329261600143647,1.4003693556738823,False,True,0,0.0
2004-06-10,116382.83650021619,24350.019866002684,5,-0.07564220798273645,1.4095498457948492,False,True,0,0.0
2004-06-14,115720.56005547885,24577.85651871191,5,-0.0809022653122492,1.3344763987197834,False,True,0,0.0
2004-06-15,116959.52907922806,24651.835822369398,5,-0.07106189103018339,1.3152381402333968,False,True,0,0.0
2004-06-16,116588.07088071147,24254.160166370166,5,-0.074012156640928,1.3931351162116186,False,True,0,0.0
2004-06-17,115566.67524891754,23990.980200139235,5,-0.08212447834894344,1.3902005853517856,False,True,0,0.0
2004-06-18,114079.25985612375,23985.87301569097,5,-0.09393811040707602,1.4147158830292594,False,True,0,0.0
2004-06-21,113852.39244642305,24321.783559737676,5,-0.09573997968795772,1.3888788532262106,False,True,0,0.0
2004-06-22,114913.08533896835,24244.063440245627,5,-0.08731554383774752,1.381179934034944,False,True,0,0.0
2004-06-23,116252.1716763026,24261.709397542603,5,-0.07667999887836272,1.3524552974933859,False,True,0,0.0
2004-06-24,116208.3816527235,24495.886676374015,5,-0.07702779629184033,1.4621231824017555,False,True,0,0.0
2004-06-25,117049.59532988422,24490.344645476755,5,-0.07034654980723896,1.4356743203184839,False,True,0,0.0
2004-06-28,117067.23848441032,24364.33439091246,5,-0.07020642100601375,1.442160963553171,False,True,0,0.0
2004-06-29,118413.30671894639,24826.107429302978,5,-0.059515423101197895,1.4313428769317527,False,True,0,0.0
2004-06-30,119280.9728062671,24994.01300008808,5,-0.05262408127793391,1.4179529416379923,False,True,0,0.0
2004-07-01,118262.058386113,24993.533032679352,5,-0.060716696237240644,1.2756611859505318,False,True,0,0.0
2004-07-02,118088.2628909608,24989.457612283757,5,-0.062097047713389225,1.3346585772746307,False,True,0,0.0
2004-07-06,117104.60002756375,24656.421905785886,5,-0.06990968108650168,1.3218520490030894,False,True,0,0.0
2004-07-07,117913.41388816087,24568.289902222925,5,-0.06348576655737674,1.520816529554382,False,True,0,0.0
2004-07-08,115923.03021749925,24251.093479462237,5,-0.07929416846960001,1.4925944482682714,False,True,0,0.0
