date,value,cash,positions,drawdown,leverage,in_protection,risk_on,universe_size,hmm_pb
2006-10-27,123829.29811993163,36218.85732612681,3,-0.13989961806799436,1.0,True,True,40,0.9998790179470414
2006-10-30,124509.13930049476,36166.696152395656,3,-0.13517753962667808,1.0,True,True,40,0.9996987456020769
2006-10-31,124464.1931797582,36174.60402921311,3,-0.13548972887590116,1.0,True,True,40,0.9998509136768118
2006-11-01,123487.78611346487,35812.37800478678,3,-0.1422717110351364,1.0,True,True,40,0.9999959698676968
2006-11-02,123915.62313346405,35819.95260696001,3,-0.13930001701851083,1.0,True,True,40,0.9999973833110276
2006-11-03,123255.28717578757,35827.528811221724,3,-0.143886615004804,1.0,True,True,40,0.9999982645151577
2006-11-06,124097.93198066477,35750.29326083172,3,-0.13803372615287857,1.0,True,True,40,0.9999889688212428
2006-11-07,125283.59691432318,35757.85473158887,3,-0.12979826913449757,1.0,True,True,40,0.9999820578963555
2006-11-08,123712.3176160703,35920.52742077279,3,-0.14071214771628712,1.0,True,True,40,0.3999799352780955
2006-11-09,120681.26067501126,35928.12489740584,3,-0.1617654305196636,1.0,True,True,40,0.3999295218465489
2006-11-10,121749.51331133832,35935.72398096549,3,-0.15434550232452118,1.0,True,True,40,0.39990376574882475
2006-11-13,122403.9380213416,35785.998440978336,3,-0.14979996300898368,1.0,True,True,40,0.39940272908658436
2006-11-14,123377.35040011685,35793.56746366446,3,0.0,1.0,False,True,40,0.399976285854129
2006-11-15,124377.0077116767,36049.551923104926,3,0.0,1.0,False,True,40,0.39997638163806765
2006-11-16,124968.58845574629,36057.17668944422,3,0.0,1.0,False,True,40,0.39962315167076634
2006-11-17,125712.54412252498,36064.803068482106,3,0.0,1.0,False,True,40,0.39958152690789056
2006-11-20,125197.87039825867,36322.12653549966,3,-0.004094052251179356,1.0,False,True,40,0.3999655318031281
2006-11-21,125362.70184599873,36329.80895353276,3,-0.0027828748433034616,1.0,False,True,40,0.39995817026198954
2006-11-22,125918.49567091287,36641.031282316355,3,0.0,1.0,False,True,40,0.3995240864491096
2006-11-24,126328.46593809573,36648.7811512344,3,0.0,1.0,False,True,40,0.39950423389415274
2006-11-27,124145.41316542188,36656.532659311226,3,-0.01728076689970734,1.0,False,True,40,0.38489413256260535
2006-11-28,126320.54976706585,36232.68112096008,3,-6.266339871299167e-05,1.0,False,True,40,0.3968431641897116
2006-11-29,126859.21334802297,36240.34462057812,3,0.0,1.0,False,True,40,0.39824835032072586
2006-11-30,126621.76465430237,36707.768846014136,3,-0.0018717496936480511,1.0,False,True,40,0.39971349742854084
2006-12-01,125993.62568239277,36715.518263881626,3,-0.006823214828359084,1.0,False,True,40,0.3951113415665752
2006-12-04,125687.88983309573,36723.26931773734,3,-0.009233255386140948,1.0,False,True,40,0.40252333050340433
2006-12-05,125975.1524222943,37099.88402880558,3,-0.006968834997449936,1.0,False,True,40,0.3997084207202694
2006-12-06,124955.17828396165,37107.716226544995,3,-0.015009040445787939,1.0,False,True,40,0.36842372233893134
2006-12-07,123475.19008955135,35518.36456560845,3,-0.026675423638233938,1.0,False,True,40,0.32066303972121984
2006-12-08,124821.63100735164,35525.862887016745,3,-0.0160617608047235,0.77,False,True,40,0.28038288215003665
2006-12-11,125737.38767978539,35533.362791404004,3,-0.00884307602601938,1.0,False,True,40,0.3884204639842188
2006-12-12,125520.35031954493,36370.9316109909,3,-0.010553928194438886,1.0,False,True,40,0.3918390529025682
2006-12-13,125983.48331014943,36378.60991877544,3,-0.006903164656011844,1.0,False,True,40,0.3861344036760199
2006-12-14,127013.40028265354,36841.07529438441,3,0.0,1.0,False,True,40,0.373119490589097
2006-12-15,128060.11717206075,36848.85285472434,3,0.0,1.0,False,True,40,0.38493012390583975
2006-12-18,127853.65896552059,36856.63205699367,3,-0.0016121975451792447,1.0,False,True,40,0.396454510341081
2006-12-19,128348.62992030916,37260.119225238814,3,0.0,1.0,False,True,40,0.3939316677629133
2006-12-20,128363.89572630654,37267.98525040859,3,0.0,0.77,False,True,40,0.18010899381801382
2006-12-21,128146.26388468931,37184.2736347466,3,-0.001695428768236021,1.0,False,True,40,0.32638209865879053
2006-12-22,127931.67972413737,37192.123648069486,3,-0.0033671150265704337,1.0,False,True,40,0.36568617532213615
2006-12-26,128200.80594737754,61855.60263529668,2,-0.001270526872110035,0.77,False,True,40,0.037951191210964005
2006-12-27,128216.86045475982,52022.3441425934,2,-0.0011454565998855323,0.77,False,True,40,0.005045067390261001
2006-12-28,128335.69960174547,52033.326637467944,2,-0.00021965775034743168,0.77,False,True,40,0.04953391456437368
