symbol,strategy,entry_date,exit_date,exit_reason,pnl,return
JNJ,COMPASS,2016-05-02,2016-05-09,hold_expired,245.78568627723814,0.008602789282887678
BRK-B,COMPASS,2016-05-02,2016-05-09,hold_expired,-519.0928218875571,-0.027095076207206647
ORCL,COMPASS,2016-05-02,2016-05-09,hold_expired,-343.59625473200583,-0.023325144229442128
WMT,COMPASS,2016-05-03,2016-05-10,hold_expired,1629.9011444834232,0.026716850291633072
T,COMPASS,2016-05-09,2016-05-16,hold_expired,402.65671733540734,0.010808205681563094
XOM,COMPASS,2016-05-09,2016-05-16,hold_expired,1004.0460879828426,0.019789616019672628
HAL,COMPASS,2016-05-09,2016-05-16,hold_expired,724.0413560584603,0.038511077776119756
JNJ,COMPASS,2016-05-11,2016-05-18,hold_expired,-422.21495616765947,-0.0068201606816366625
T,COMPASS,2016-05-17,2016-05-24,hold_expired,-429.5271685012876,-0.015597020168313427
MCD,COMPASS,2016-05-17,2016-05-24,hold_expired,-664.0741440397422,-0.029289669257500813
XOM,COMPASS,2016-05-17,2016-05-24,hold_expired,49.87635647074883,0.0015639811541022122
JNJ,COMPASS,2016-05-18,2016-05-25,hold_expired,308.1370691545362,0.005011855593617097
T,COMPASS,2016-05-24,2016-06-01,hold_expired,243.81986554434292,0.005973931744254865
XOM,COMPASS,2016-05-24,2016-06-01,hold_expired,-208.59588701888615,-0.004795228263626486
CVX,COMPASS,2016-05-24,2016-06-01,hold_expired,286.8613706950847,0.009382132779007922
JNJ,COMPASS,2016-05-26,2016-06-03,hold_expired,1018.2167244977219,0.016474434163658312
XOM,COMPASS,2016-06-02,2016-06-09,hold_expired,832.2481364777958,0.02417245110951777
HAL,COMPASS,2016-06-02,2016-06-09,hold_expired,1269.8873542861727,0.07999085047789603
CVX,COMPASS,2016-06-02,2016-06-09,hold_expired,638.4220523886565,0.02268004267433163
CSCO,COMPASS,2016-06-02,2016-06-09,hold_expired,42.28492757113723,0.002063119852736171
META,COMPASS,2016-06-06,2016-06-13,hold_expired,-2546.3249018270158,-0.040744248735693586
QCOM,COMPASS,2016-06-10,2016-06-17,hold_expired,-106.89168897341217,-0.005201484479374576
CSCO,COMPASS,2016-06-10,2016-06-17,hold_expired,-65.2440178825507,-0.002755917415838515
XOM,COMPASS,2016-06-10,2016-06-17,hold_expired,270.2917006343736,0.008223990688654417
CVX,COMPASS,2016-06-10,2016-06-17,hold_expired,-107.5466952928957,-0.004020830870560271
HAL,COMPASS,2016-06-14,2016-06-21,hold_expired,885.5583278395507,0.014321024864039683
CSCO,COMPASS,2016-06-20,2016-06-24,regime_reduce,-942.1712366607723,-0.03645837649894393
AMZN,COMPASS,2016-06-20,2016-06-24,regime_reduce,-447.493731609434,-0.021078097405272885
JNJ,COMPASS,2016-06-20,2016-06-27,hold_expired,2.2433206485256156,8.600684837018305e-05
CVX,COMPASS,2016-06-20,2016-06-27,hold_expired,-488.24745774272367,-0.021927258449551842
HAL,COMPASS,2016-06-22,2016-06-27,position_stop,-3880.081034068278,-0.06224790594867023
HAL,COMPASS,2016-06-27,2016-07-05,trailing_stop,768.3319452565407,0.03939815361145271
CVX,COMPASS,2016-07-01,2016-07-11,hold_expired,746.2746932188408,0.011906076527247626
JNJ,COMPASS,2016-06-27,2016-07-12,hold_expired,3315.0127461441743,0.05465440585460308
AMZN,COMPASS,2016-06-27,2016-07-12,hold_expired,3214.927919392957,0.08222919214451355
JNJ,COMPASS,2016-07-12,2016-07-19,hold_expired,536.4282598349688,0.018955491354477497
PFE,COMPASS,2016-07-12,2016-07-19,hold_expired,252.14616605362949,0.011037548278359684
T,COMPASS,2016-07-12,2016-07-19,hold_expired,221.66392590438718,0.008488528623888105
CVX,COMPASS,2016-07-12,2016-07-19,hold_expired,-118.58679794854481,-0.006930320786063573
XOM,COMPASS,2016-07-12,2016-07-19,hold_expired,-96.92053583342678,-0.0050549428078408495
PFE,COMPASS,2016-07-19,2016-07-26,hold_expired,125.41247073007304,0.005185251588838464
JNJ,COMPASS,2016-07-19,2016-07-26,hold_expired,-23.834199172418664,-0.0007984270660325541
XOM,COMPASS,2016-07-19,2016-07-26,hold_expired,-617.6042159212192,-0.031120879207954626
AMZN,COMPASS,2016-07-19,2016-07-26,hold_expired,-104.1329310971423,-0.005892352489871552
CMCSA,COMPASS,2016-07-19,2016-07-26,hold_expired,30.898395916762023,0.0013418176448175996
XOM,COMPASS,2016-07-26,2016-08-01,position_stop,-1419.4924146791022,-0.0619475314138014
PFE,COMPASS,2016-07-26,2016-08-02,hold_expired,-414.75524594520607,-0.011946515311226803
JNJ,COMPASS,2016-07-26,2016-08-02,hold_expired,-92.94283859120468,-0.002397115492275319
AMZN,COMPASS,2016-07-26,2016-08-02,hold_expired,897.3816086144765,0.03397273771524733
T,COMPASS,2016-07-26,2016-08-02,hold_expired,509.110368025815,0.01840504423548759
XOM,COMPASS,2016-08-01,2016-08-08,hold_expired,2025.1561892911207,0.031796152181574285
PFE,COMPASS,2016-08-03,2016-08-10,hold_expired,-97.9251486459508,-0.004533797875552193
JNJ,COMPASS,2016-08-03,2016-08-10,hold_expired,-183.82617910320238,-0.004358499766805049
AMZN,COMPASS,2016-08-03,2016-08-10,hold_expired,433.5344336789063,0.018445960694219932
CMCSA,COMPASS,2016-08-03,2016-08-10,hold_expired,166.31753258619335,0.005685340633151693
T,COMPASS,2016-08-09,2016-08-16,hold_expired,-1667.8355525731538,-0.0259981365832499
AMZN,COMPASS,2016-08-11,2016-08-18,hold_expired,-282.8751965294227,-0.00879105594859606
JNJ,COMPASS,2016-08-11,2016-08-18,hold_expired,-1198.0419906889722,-0.024642372426147943
PFE,COMPASS,2016-08-11,2016-08-18,hold_expired,29.5645237830957,0.0011381383029222987
QCOM,COMPASS,2016-08-11,2016-08-18,hold_expired,270.50709069006086,0.02105621567037095
T,COMPASS,2016-08-17,2016-08-24,hold_expired,-1499.1132794635773,-0.02365036710639588
AMZN,COMPASS,2016-08-19,2016-08-26,hold_expired,358.0906953530822,0.015436197527073262
JNJ,COMPASS,2016-08-19,2016-08-26,hold_expired,-249.18099303597188,-0.007338341277936299
WMT,COMPASS,2016-08-19,2016-08-26,hold_expired,-493.3773047743403,-0.022936652306553063
CMCSA,COMPASS,2016-08-19,2016-08-26,hold_expired,-328.61943255167836,-0.01176650075921052
QCOM,COMPASS,2016-08-25,2016-09-01,hold_expired,1363.107305133763,0.021851007455203356
AMZN,COMPASS,2016-08-29,2016-09-06,hold_expired,836.5170912351019,0.022793025774295185
WMT,COMPASS,2016-08-29,2016-09-06,hold_expired,555.1733881479881,0.022408989155708204
CMCSA,COMPASS,2016-08-29,2016-09-06,hold_expired,372.3961459576726,0.010356211774260918
MU,COMPASS,2016-08-29,2016-09-06,hold_expired,56.9785833919786,0.005913474127033396
PG,COMPASS,2016-09-02,2016-09-12,hold_expired,34.87646611566841,0.0005668806736323836
QCOM,COMPASS,2016-09-07,2016-09-14,hold_expired,-478.4996914168171,-0.013455103986624802
MU,COMPASS,2016-09-07,2016-09-14,hold_expired,-137.31650210985356,-0.013403080906402513
AMZN,COMPASS,2016-09-07,2016-09-14,hold_expired,-935.1707434313955,-0.02981589008567703
CSCO,COMPASS,2016-09-07,2016-09-14,hold_expired,-895.6212598228814,-0.02485073581421196
CSCO,COMPASS,2016-09-15,2016-09-16,regime_reduce,-556.550054980123,-0.01501110441398425
WMT,COMPASS,2016-09-13,2016-09-20,hold_expired,445.35925969422516,0.007136604139770134
MU,COMPASS,2016-09-15,2016-09-22,hold_expired,116.98769261657525,0.008022870378596
INTC,COMPASS,2016-09-15,2016-09-22,hold_expired,807.1181244533516,0.027078993193888696
AMZN,COMPASS,2016-09-15,2016-09-22,hold_expired,1356.535600799496,0.04548583676769575
CSCO,COMPASS,2016-09-19,2016-09-26,hold_expired,98.95544813859121,0.0016117872168662241
MU,COMPASS,2016-09-22,2016-09-29,hold_expired,-99.49723829511392,-0.002842489917590353
AAPL,COMPASS,2016-09-22,2016-09-29,hold_expired,-1002.0840662487992,-0.02128772616815336
INTC,COMPASS,2016-09-26,2016-10-03,hold_expired,1129.560710073036,0.027557668111641155
WMT,COMPASS,2016-09-26,2016-10-03,hold_expired,291.97261055493567,0.005445410791184666
MU,COMPASS,2016-09-30,2016-10-07,hold_expired,-246.46279667987974,-0.00956154019024348
GOOGL,COMPASS,2016-09-30,2016-10-07,hold_expired,-243.21854088563848,-0.004166275093468483
INTC,COMPASS,2016-10-04,2016-10-11,hold_expired,-280.2072029891801,-0.007192545201962024
AMZN,COMPASS,2016-10-04,2016-10-11,hold_expired,-162.61146642062263,-0.003632979680012382
MU,COMPASS,2016-10-10,2016-10-17,hold_expired,-860.6884232755986,-0.029142907697872377
BKNG,COMPASS,2016-10-10,2016-10-17,hold_expired,-1626.4192620093593,-0.0254411161263849
INTC,COMPASS,2016-10-12,2016-10-19,hold_expired,-1519.0725561909132,-0.04363066184595027
AMZN,COMPASS,2016-10-12,2016-10-19,hold_expired,-940.8449481547838,-0.019662140258881158
MU,COMPASS,2016-10-18,2016-10-25,hold_expired,188.60143742208865,0.007466859495038188
MSFT,COMPASS,2016-10-18,2016-10-25,hold_expired,3358.939949494109,0.057752731832411947
BAC,COMPASS,2016-10-18,2016-10-25,hold_expired,1016.7132073799651,0.02829022067995828
AMZN,COMPASS,2016-10-20,2016-10-27,hold_expired,614.0384650690332,0.00992201695015152
AAPL,COMPASS,2016-10-26,2016-11-02,hold_expired,-1132.112063396509,-0.03460511298116157
AAL,COMPASS,2016-10-26,2016-11-02,hold_expired,143.18105743222847,0.009918876936900068
GOOGL,COMPASS,2016-10-26,2016-11-02,hold_expired,-1418.2826756847492,-0.04096834072894942
GOOG,COMPASS,2016-10-26,2016-11-02,hold_expired,-1270.9370169476942,-0.03800636807880257
META,COMPASS,2016-10-28,2016-11-03,position_stop,-5456.078282236626,-0.08599290821643212
BKNG,COMPASS,2016-11-03,2016-11-10,trailing_stop,1468.2020473488526,0.0808150906230915
JPM,COMPASS,2016-11-03,2016-11-10,hold_expired,3037.921651451164,0.12094210658107725
GOOGL,COMPASS,2016-11-03,2016-11-10,hold_expired,-30.45826506335426,-0.0024290846251532367
BAC,COMPASS,2016-11-03,2016-11-16,trailing_stop,2732.20673770954,0.1984221579704647
AAL,COMPASS,2016-11-03,2016-11-17,hold_expired,1037.2459665492588,0.16378883444537115
QCOM,COMPASS,2016-11-10,2016-11-17,hold_expired,191.23768093369796,0.005428975015541512
MU,COMPASS,2016-11-10,2016-11-17,hold_expired,4034.759944690449,0.12889946105063657
MSFT,COMPASS,2016-11-10,2016-11-17,hold_expired,1390.174818490896,0.04002863124012339
BAC,COMPASS,2016-11-17,2016-11-25,hold_expired,843.9872753140377,0.03884465748343139
JPM,COMPASS,2016-11-17,2016-11-25,hold_expired,258.5873171704016,0.01038194864104536
BIIB,COMPASS,2016-11-17,2016-11-25,hold_expired,-700.8112145550846,-0.04415902325395577
QCOM,COMPASS,2016-11-17,2016-11-25,hold_expired,808.9195519961851,0.024298988318199936
BKNG,COMPASS,2016-11-17,2016-11-25,hold_expired,132.79761491543817,0.005803274520979322
MU,COMPASS,2016-11-25,2016-12-01,position_stop,-2579.3317579911018,-0.08196729589846936
BAC,COMPASS,2016-11-25,2016-12-02,hold_expired,613.8685702169115,0.021513239362210182
JPM,COMPASS,2016-11-25,2016-12-02,hold_expired,1154.3900175031554,0.03513851563008603
AAL,COMPASS,2016-11-25,2016-12-02,hold_expired,-636.8382333080893,-0.015378272347321373
BIIB,COMPASS,2016-11-25,2016-12-02,hold_expired,-573.9315821332718,-0.02624511613777866
BAC,COMPASS,2016-12-05,2016-12-12,hold_expired,761.7666120475266,0.03525619580076102
AAL,COMPASS,2016-12-05,2016-12-12,trailing_stop,1371.318979631633,0.0409011822856348
JPM,COMPASS,2016-12-05,2016-12-12,hold_expired,491.4918374401728,0.01765545933805972
BKNG,COMPASS,2016-12-05,2016-12-12,hold_expired,605.3416585833872,0.024684077199671285
MU,COMPASS,2016-12-01,2016-12-15,hold_expired,6378.800617376789,0.09794378133009046
BAC,COMPASS,2016-12-13,2016-12-20,hold_expired,101.40287055019266,0.004422552691995115
JPM,COMPASS,2016-12-13,2016-12-20,hold_expired,826.3591630643615,0.02088256335082391
AAL,COMPASS,2016-12-13,2016-12-20,hold_expired,583.8806434139473,0.0288460300710733
BA,COMPASS,2016-12-13,2016-12-20,hold_expired,-86.82007214410783,-0.0017234210238244966
MU,COMPASS,2016-12-16,2016-12-23,hold_expired,10030.327400160555,0.14750883399041761
BAC,COMPASS,2016-12-21,2016-12-29,hold_expired,-575.7332033107069,-0.02783920667523526
JPM,COMPASS,2016-12-21,2016-12-29,hold_expired,-405.6422096715112,-0.009913400438621154
AAL,COMPASS,2016-12-21,2016-12-29,hold_expired,-883.937876840576,-0.04487560470820156
BRK-B,COMPASS,2016-12-21,2016-12-29,hold_expired,-853.3053726877525,-0.017475106657512313
AAL,COMPASS,2016-12-30,2017-01-03,universe_rotation,-138.19137006008066,-0.0083531185407086
BA,COMPASS,2016-12-27,2017-01-04,hold_expired,517.2815622185374,0.007239030989005385
BAC,COMPASS,2016-12-30,2017-01-09,hold_expired,466.1111140938709,0.020361759489788547
JPM,COMPASS,2016-12-30,2017-01-09,hold_expired,166.87107779507187,0.004251980077676709
CVX,COMPASS,2016-12-30,2017-01-09,hold_expired,-788.8190527991785,-0.015802745684047746
GS,COMPASS,2017-01-05,2017-01-12,hold_expired,542.2538048741471,0.010442653608275463
JPM,COMPASS,2017-01-09,2017-01-17,hold_expired,-1312.0409595161807,-0.030518052555090342
BAC,COMPASS,2017-01-09,2017-01-17,hold_expired,-562.2082428255111,-0.022172851753872812
CVX,COMPASS,2017-01-09,2017-01-17,hold_expired,195.74621872757277,0.003798327567785072
GS,COMPASS,2017-01-12,2017-01-20,hold_expired,-3273.0999214952353,-0.04773619967229181
BAC,COMPASS,2017-01-18,2017-01-25,hold_expired,552.5104420984147,0.03269995329980287
JPM,COMPASS,2017-01-18,2017-01-25,hold_expired,607.9603419005743,0.024898709307300086
BA,COMPASS,2017-01-18,2017-01-25,hold_expired,2595.8279974456177,0.05709957106868577
DIS,COMPASS,2017-01-18,2017-01-25,hold_expired,-33.76542024587275,-0.0011095788463320378
GS,COMPASS,2017-01-23,2017-01-30,hold_expired,366.3734836066859,0.005286715864497854
NFLX,COMPASS,2017-01-26,2017-02-02,hold_expired,24.476903708140867,0.001727127806908676
BAC,COMPASS,2017-01-26,2017-02-02,hold_expired,-474.34020563433677,-0.030717011561073034
CVX,COMPASS,2017-01-26,2017-02-02,hold_expired,-1906.3021410610695,-0.03723750664572392
DIS,COMPASS,2017-01-26,2017-02-02,hold_expired,675.8096469420257,0.023597934969390617
NFLX,COMPASS,2017-02-03,2017-02-10,hold_expired,1068.253695822511,0.03258472334060324
BA,COMPASS,2017-02-03,2017-02-10,hold_expired,1251.2240737416666,0.03238842558952859
BAC,COMPASS,2017-02-03,2017-02-10,hold_expired,-277.6397038989343,-0.009017128930888957
JPM,COMPASS,2017-02-03,2017-02-10,hold_expired,-75.8088657469186,-0.0020647704879389224
GS,COMPASS,2017-01-31,2017-02-14,hold_expired,6171.836448742365,0.08782461302984114
NFLX,COMPASS,2017-02-13,2017-02-21,hold_expired,-121.4597648913692,-0.00418990692884364
JPM,COMPASS,2017-02-13,2017-02-21,hold_expired,884.1934457954036,0.03244506926042594
DIS,COMPASS,2017-02-13,2017-02-21,hold_expired,204.37356500031504,0.0032832804365332106
NVDA,COMPASS,2017-02-15,2017-02-23,position_stop,-5675.853265389929,-0.07691006167342661
BAC,COMPASS,2017-02-13,2017-02-28,hold_expired,1248.7083593706009,0.05470055818853711
GS,COMPASS,2017-02-22,2017-03-01,hold_expired,190.56686539705677,0.006517041262387996
JPM,COMPASS,2017-02-22,2017-03-01,hold_expired,1019.1891489714264,0.02789395731440932
NFLX,COMPASS,2017-02-23,2017-03-02,hold_expired,-1293.434451637264,-0.022762278473437116
DIS,COMPASS,2017-02-23,2017-03-02,hold_expired,559.5835672043454,0.007837252331077037
GS,COMPASS,2017-03-02,2017-03-09,hold_expired,-54.13165214056017,-0.00350509148321731
BA,COMPASS,2017-03-02,2017-03-09,hold_expired,-330.0320682066956,-0.013224759290423051
JPM,COMPASS,2017-03-02,2017-03-09,hold_expired,-99.46728602118013,-0.006186574031805745
BAC,COMPASS,2017-03-02,2017-03-09,hold_expired,62.9025960770747,0.004756246523241997
MCD,COMPASS,2017-03-02,2017-03-09,hold_expired,-29.40182709841873,-0.0007018319407063841
BAC,COMPASS,2017-03-09,2017-03-16,hold_expired,-76.4155363161443,-0.00512811741935116
GS,COMPASS,2017-03-09,2017-03-16,hold_expired,-179.77899400234676,-0.007834538429259939
BA,COMPASS,2017-03-09,2017-03-16,hold_expired,-338.6989936107836,-0.013180418608757589
JPM,COMPASS,2017-03-09,2017-03-16,hold_expired,13.527846105721766,0.0007647184729789584
MCD,COMPASS,2017-03-09,2017-03-16,hold_expired,-52.172556146210944,-0.0012487075525741574
BAC,COMPASS,2017-03-16,2017-03-21,position_stop,-2001.844186840062,-0.0872325122012627
GS,COMPASS,2017-03-16,2017-03-21,position_stop,-2119.671749773065,-0.0613163590669843
BA,COMPASS,2017-03-16,2017-03-23,hold_expired,-156.24347007395383,-0.005219235357066393
HD,COMPASS,2017-03-16,2017-03-23,hold_expired,-204.71327390192178,-0.004975188988763618
JPM,COMPASS,2017-03-16,2017-03-23,hold_expired,-1205.4443290759295,-0.046377234499390504
BAC,COMPASS,2017-03-21,2017-03-28,hold_expired,1216.7026974606931,0.01998254075637753
AAPL,COMPASS,2017-03-23,2017-03-30,hold_expired,630.6927240198363,0.021359626498283286
DIS,COMPASS,2017-03-23,2017-03-30,hold_expired,384.57263469429915,0.00837501356808432
LDG,COMPASS,2017-03-23,2017-03-30,hold_expired,-98.72470459243277,-0.014237541122075946
T,COMPASS,2017-03-23,2017-03-30,hold_expired,84.48363408044438,0.0026407332498620787
HD,COMPASS,2017-03-29,2017-04-05,hold_expired,-191.15044981995283,-0.002720561600500424
AAPL,COMPASS,2017-03-31,2017-04-07,hold_expired,-40.59926364219956,-0.0022267712929981624
DIS,COMPASS,2017-03-31,2017-04-07,hold_expired,-209.80217136726256,-0.007143288644179694
META,COMPASS,2017-03-31,2017-04-07,hold_expired,-255.39429117423808,-0.00894047579128181
CSCO,COMPASS,2017-04-05,2017-04-12,hold_expired,-811.9887335772842,-0.011515024651009655
LDG,COMPASS,2017-03-31,2017-04-17,hold_expired,1557.3434318061595,0.3427945367195012
AAPL,COMPASS,2017-04-07,2017-04-17,hold_expired,-417.51352882554266,-0.010534774317880037
DIS,COMPASS,2017-04-07,2017-04-17,hold_expired,705.1086144936328,0.01065899790179545
META,COMPASS,2017-04-13,2017-04-21,hold_expired,2155.2269170667746,0.03077693859857502
TSLA,COMPASS,2017-04-13,2017-04-21,hold_expired,92.7054656494485,0.0052631529414422
AAPL,COMPASS,2017-04-18,2017-04-25,hold_expired,890.672386958878,0.023583895626490232
HD,COMPASS,2017-04-18,2017-04-25,hold_expired,1956.5523564617768,0.03566581913385352
LDG,COMPASS,2017-04-18,2017-05-02,hold_expired,1707.2261868226924,0.2268917669738875
AAPL,COMPASS,2017-04-26,2017-05-03,hold_expired,1711.7102068472745,0.023524553634466906
META,COMPASS,2017-04-24,2017-05-04,trailing_stop,2671.2456878092676,0.03698380165680333
TSLA,COMPASS,2017-04-24,2017-05-08,hold_expired,-89.39507656984307,-0.002726995181039136
META,COMPASS,2017-05-05,2017-05-12,hold_expired,44.24462573213414,0.0005991105591139464
AMZN,COMPASS,2017-05-09,2017-05-16,hold_expired,942.490457709491,0.013906137674374212
LDG,COMPASS,2017-05-03,2017-05-17,trailing_stop,3095.6577635080603,0.14743650613816933
AAPL,COMPASS,2017-05-03,2017-05-17,trailing_stop,1918.605340236484,0.0259089656434827
BKNG,COMPASS,2017-05-15,2017-05-22,hold_expired,497.11782277450027,0.008054917272574737
LDG,COMPASS,2017-05-17,2017-05-22,position_stop,-2727.5235934875577,-0.10893900873257194
AAPL,COMPASS,2017-05-17,2017-05-24,hold_expired,1443.7332551187937,0.020565576588883624
META,COMPASS,2017-05-17,2017-05-24,hold_expired,2704.9967184527186,0.03583012651162258
LDG,COMPASS,2017-05-23,2017-05-30,trailing_stop,-7273.9980473995865,-0.10263914397022858
HAR,COMPASS,2017-05-25,2017-05-30,position_stop,-1444.4884844718047,-0.07990329383371862
AAPL,COMPASS,2017-05-25,2017-06-02,hold_expired,414.2515995179135,0.010267890314133667
HD,COMPASS,2017-05-25,2017-06-02,hold_expired,-103.11081966388467,-0.0013568188472501761
WMT,COMPASS,2017-05-31,2017-06-07,hold_expired,509.6599794835287,0.006997677289752872
AAPL,COMPASS,2017-06-05,2017-06-12,hold_expired,-1564.6352428658304,-0.05528504096528105
MCD,COMPASS,2017-06-05,2017-06-12,hold_expired,-1703.7882167505638,-0.02827402588100104
HAR,COMPASS,2017-05-31,2017-06-14,hold_expired,4435.416152102704,0.15485757107283787
WMT,COMPASS,2017-06-08,2017-06-15,hold_expired,-15.303235563131121,-0.0002535546410251409
V,COMPASS,2017-06-12,2017-06-19,hold_expired,949.695703226846,0.01379696275863289
MCD,COMPASS,2017-06-12,2017-06-19,hold_expired,1999.8163511157593,0.03145409193908202
AMZN,COMPASS,2017-06-15,2017-06-22,hold_expired,1471.4948487172358,0.03850977984769064
WMT,COMPASS,2017-06-15,2017-06-22,hold_expired,-1803.8166874721303,-0.04296031505442719
HAR,COMPASS,2017-06-20,2017-06-27,hold_expired,183.1452048476473,0.02380862276617433
JNJ,COMPASS,2017-06-20,2017-06-27,hold_expired,310.1965465642166,0.005885597424962503
MCD,COMPASS,2017-06-20,2017-06-27,hold_expired,-60.8707776131576,-0.002271761373769372
WMT,COMPASS,2017-06-22,2017-06-29,hold_expired,281.2925654913097,0.00542882754643443
HD,COMPASS,2017-06-22,2017-06-29,hold_expired,-1611.7355458224029,-0.021353190780701543
TSLA,COMPASS,2017-07-03,2017-07-05,position_stop,-5438.85008014729,-0.0724008723110059
MCD,COMPASS,2017-06-28,2017-07-06,hold_expired,-353.88952009118645,-0.007842004533972956
HAR,COMPASS,2017-06-28,2017-07-06,hold_expired,4613.311297443886,0.2985776076663788
JNJ,COMPASS,2017-06-30,2017-07-10,hold_expired,-353.8723632743962,-0.005593669428648143
BA,COMPASS,2017-06-30,2017-07-10,hold_expired,1312.2964809573325,0.03140340346570125
TSLA,COMPASS,2017-07-06,2017-07-13,hold_expired,1207.7853143765099,0.04721044475783766
MCD,COMPASS,2017-07-06,2017-07-13,hold_expired,949.2766744404092,0.012737545215924864
JNJ,COMPASS,2017-07-11,2017-07-18,hold_expired,1854.350563633431,0.02461316935307539
ORCL,COMPASS,2017-07-11,2017-07-18,hold_expired,479.2291184922732,0.015242666852518143
MCD,COMPASS,2017-07-14,2017-07-21,hold_expired,-663.3118896084602,-0.008758248854090468
AMZN,COMPASS,2017-07-14,2017-07-21,hold_expired,1087.5832182707895,0.023816907325029068
NVDA,COMPASS,2017-07-19,2017-07-26,hold_expired,387.1313136203573,0.013083059102277216
BA,COMPASS,2017-07-19,2017-07-26,hold_expired,8149.842468970196,0.10702761968161387
MCD,COMPASS,2017-07-24,2017-07-31,hold_expired,1245.2293319954917,0.02166649246568486
AMZN,COMPASS,2017-07-24,2017-07-31,hold_expired,-1809.2912696550547,-0.049251618754233915
NVDA,COMPASS,2017-07-27,2017-08-03,hold_expired,797.0357760516372,0.02930660133359816
JNJ,COMPASS,2017-07-27,2017-08-03,hold_expired,1507.6427712668626,0.019261599116483986
MCD,COMPASS,2017-08-01,2017-08-08,hold_expired,268.48656027630426,0.005712675582827205
AMZN,COMPASS,2017-08-01,2017-08-08,hold_expired,-311.96723441541593,-0.006374307262885588
BA,COMPASS,2017-08-04,2017-08-11,hold_expired,-178.68319382769718,-0.006011857631309019
META,COMPASS,2017-08-04,2017-08-11,hold_expired,-580.2978742337275,-0.00907908830281878
MCD,COMPASS,2017-08-08,2017-08-15,hold_expired,741.3894974363023,0.01742829087818558
V,COMPASS,2017-08-08,2017-08-15,hold_expired,1058.9378450163572,0.013329309092888703
NVDA,COMPASS,2017-08-14,2017-08-21,hold_expired,-2449.4932151861703,-0.05492860757937067
BA,COMPASS,2017-08-14,2017-08-21,hold_expired,-319.0322994366551,-0.0061987139908477335
META,COMPASS,2017-08-16,2017-08-23,hold_expired,-587.0851778512383,-0.007588145738964316
MCD,COMPASS,2017-08-16,2017-08-23,hold_expired,-37.316392966019244,-0.0005663570323641801
NVDA,COMPASS,2017-08-22,2017-08-29,hold_expired,853.5422087369313,0.013227225810235855
BA,COMPASS,2017-08-24,2017-08-31,hold_expired,139.588664242097,0.003853518686474103
MCD,COMPASS,2017-08-24,2017-08-31,hold_expired,670.0880562712225,0.01583931233310112
V,COMPASS,2017-08-24,2017-08-31,hold_expired,107.81266354094373,0.0029061863198274673
NVDA,COMPASS,2017-08-29,2017-09-06,hold_expired,512.6926067176365,0.006739382308834333
BA,COMPASS,2017-08-31,2017-09-08,hold_expired,-171.41334370169977,-0.003671880436420927
TEG,COMPASS,2017-08-31,2017-09-08,hold_expired,-862.8996366146965,-0.042857883936056204
V,COMPASS,2017-08-31,2017-09-08,hold_expired,487.5927184261514,0.00879096594273896
NVDA,COMPASS,2017-09-07,2017-09-14,hold_expired,754.7098654707276,0.016928145869581766
BRK-B,COMPASS,2017-09-07,2017-09-14,hold_expired,2080.5369133893128,0.026323361609610574
GILD,COMPASS,2017-09-11,2017-09-18,hold_expired,-489.79471633909134,-0.012200215725955149
NVDA,COMPASS,2017-09-15,2017-09-22,hold_expired,-207.72058893633093,-0.006162875615700861
CHTR,COMPASS,2017-09-15,2017-09-22,hold_expired,-1169.4928130039575,-0.024819372066574526
BA,COMPASS,2017-09-11,2017-09-25,hold_expired,4549.955760833671,0.05706799609388199
BIIB,COMPASS,2017-09-19,2017-09-26,hold_expired,-152.24834134121218,-0.002736436125026757
BA,COMPASS,2017-09-25,2017-10-02,hold_expired,379.2427596370669,0.006566548372205808
NVDA,COMPASS,2017-09-25,2017-10-02,hold_expired,951.5177913172439,0.04678310891062065
GILD,COMPASS,2017-09-25,2017-10-02,hold_expired,-27.840314638078194,-0.0010759612909599394
V,COMPASS,2017-09-25,2017-10-02,hold_expired,1415.0555511415255,0.023490920926356962
BA,COMPASS,2017-10-02,2017-10-09,hold_expired,385.1756701089696,0.009375534115677995
GILD,COMPASS,2017-10-02,2017-10-09,hold_expired,-452.3534023619007,-0.01843864095369029
BIIB,COMPASS,2017-10-02,2017-10-09,hold_expired,1363.467912615641,0.040611050360806616
CVX,COMPASS,2017-10-02,2017-10-09,hold_expired,114.14403127923515,0.0023840651294045113
PG,COMPASS,2017-10-02,2017-10-09,hold_expired,168.87670264230786,0.0038141551520704483
BA,COMPASS,2017-10-09,2017-10-16,hold_expired,199.84717163689413,0.005263292985822925
GILD,COMPASS,2017-10-09,2017-10-16,hold_expired,-518.6346986456398,-0.024762327527021528
JPM,COMPASS,2017-10-09,2017-10-16,hold_expired,507.1216629699654,0.014832268651149168
CVX,COMPASS,2017-10-09,2017-10-16,hold_expired,944.6338921381829,0.02055935294223029
BRK-B,COMPASS,2017-10-09,2017-10-16,hold_expired,136.76225828967839,0.002453369140625
BA,COMPASS,2017-10-16,2017-10-23,hold_expired,494.62674434009267,0.009894254052049476
GILD,COMPASS,2017-10-16,2017-10-23,hold_expired,56.26099631384205,0.0027516190852211494
PFE,COMPASS,2017-10-16,2017-10-23,hold_expired,510.0202491719061,0.011673285435842003
BRK-B,COMPASS,2017-10-16,2017-10-23,hold_expired,432.43556121537813,0.0076079624638348605
