date,hydra_value,combined_value,source,event
2000-02-18,105998.54120303388,105998.5412030339,HYDRA,
2000-02-22,105912.4060862332,105912.40608623323,HYDRA,
2000-02-23,107628.3585844972,107628.35858449724,HYDRA,
2000-02-24,107440.84864723316,107440.8486472332,HYDRA,
2000-02-25,106843.84830864354,106843.84830864359,HYDRA,
2000-02-28,107848.20216329208,107848.20216329214,HYDRA,
2000-02-29,108447.87634704672,108447.87634704678,HYDRA,
2000-03-01,108469.06333596652,108469.06333596658,HYDRA,
2000-03-02,108322.80371501316,108322.80371501321,HYDRA,
2000-03-03,111010.80130828732,111010.80130828738,HYDRA,
2000-03-06,110855.12841650366,110855.12841650372,HYDRA,
2000-03-07,112852.0136308916,112852.01363089167,HYDRA,
2000-03-08,112756.28872744698,112756.28872744706,HYDRA,
2000-03-09,112643.9355491888,112643.93554918887,HYDRA,
2000-03-10,113973.34977160375,113973.34977160383,HYDRA,
2000-03-13,112819.82271123024,112819.82271123031,HYDRA,
2000-03-14,111917.92648134282,111917.92648134289,HYDRA,
2000-03-15,114275.56503487236,114275.56503487243,HYDRA,
2000-03-16,116959.77176648028,116959.77176648036,HYDRA,
2000-03-17,117442.81780442764,117442.81780442772,HYDRA,
2000-03-20,116875.94145701434,116875.94145701441,HYDRA,
2000-03-21,116415.15601740334,116415.15601740341,HYDRA,
2000-03-22,117025.17389427232,117025.17389427239,HYDRA,
2000-03-23,117424.25915747228,117424.25915747236,HYDRA,
2000-03-24,117214.82639755188,117214.82639755197,HYDRA,
2000-03-27,117862.66555635494,117862.66555635502,HYDRA,
2000-03-28,117446.26361253568,117446.26361253575,HYDRA,
2000-03-29,117083.01127014638,117083.01127014645,HYDRA,
2000-03-30,116853.54284426635,116853.54284426643,HYDRA,
2000-03-31,119931.36290308044,119931.36290308053,HYDRA,
2000-04-03,120971.4969673952,120971.4969673953,HYDRA,
2000-04-04,117157.04525934116,117157.04525934125,HYDRA,
2000-04-05,118607.56432197057,118607.56432197067,HYDRA,
2000-04-06,119906.19134031671,119906.19134031683,HYDRA,
2000-04-07,120230.9584284986,120230.9584284987,HYDRA,
2000-04-10,120017.18012059251,120017.18012059262,HYDRA,
2000-04-11,120044.53746113632,120044.53746113642,HYDRA,
2000-04-12,120075.40605648344,120075.40605648354,HYDRA,
2000-04-13,119993.401970337,119993.4019703371,HYDRA,
2000-04-14,116025.58256512615,116025.58256512626,HYDRA,
2000-04-17,120207.96343951496,120207.96343951506,HYDRA,
2000-04-18,126661.58196071944,126661.58196071954,HYDRA,
2000-04-19,126849.12200711248,126849.12200711259,HYDRA,
2000-04-20,127719.56150015628,127719.56150015639,HYDRA,
2000-04-24,128179.00504179308,128179.00504179319,HYDRA,
2000-04-25,128407.42273520688,128407.42273520699,HYDRA,
2000-04-26,128459.13334330134,128459.13334330145,HYDRA,
2000-04-27,128381.42390519568,128381.4239051958,HYDRA,
2000-04-28,128028.87982728254,128028.87982728265,HYDRA,
2000-05-01,128427.9918240159,128427.991824016,HYDRA,
2000-05-02,128740.04558014704,128740.04558014714,HYDRA,
2000-05-03,128506.58974159123,128506.58974159134,HYDRA,
2000-05-04,128170.68857591794,128170.68857591804,HYDRA,
2000-05-05,128356.26926723108,128356.26926723118,HYDRA,
2000-05-08,128829.50273276816,128829.50273276826,HYDRA,
2000-05-09,127862.10144684048,127862.10144684058,HYDRA,
2000-05-10,126722.47887601258,126722.47887601268,HYDRA,
2000-05-11,127449.91181253984,127449.91181253994,HYDRA,
2000-05-12,128434.12152363156,128434.12152363168,HYDRA,
2000-05-15,130389.38786519662,130389.38786519675,HYDRA,
2000-05-16,131073.4531763914,131073.45317639154,HYDRA,
2000-05-17,131100.18211013937,131100.18211013952,HYDRA,
2000-05-18,131135.2592124361,131135.25921243624,HYDRA,
2000-05-19,130937.85423261244,130937.85423261259,HYDRA,
2000-05-22,131187.73801718286,131187.738017183,HYDRA,
2000-05-23,127564.0554267673,127564.05542676745,HYDRA,
2000-05-24,129189.9179888666,129189.91798886674,HYDRA,
2000-05-25,129417.59732769847,129417.59732769862,HYDRA,
2000-05-26,128773.66602504166,128773.6660250418,HYDRA,
2000-05-30,131192.46407625824,131192.4640762584,HYDRA,
2000-05-31,130326.71009353314,130326.71009353329,HYDRA,
2000-06-01,130795.50640213036,130795.50640213052,HYDRA,
2000-06-02,131029.85218464248,131029.85218464264,HYDRA,
2000-06-05,131271.17577533342,131271.1757753336,HYDRA,
2000-06-06,132454.8347221475,132454.83472214767,HYDRA,
2000-06-07,132930.83438317123,132930.8343831714,HYDRA,
2000-06-08,133036.90461054404,133036.9046105442,HYDRA,
2000-06-09,133226.4452986805,133226.4452986807,HYDRA,
2000-06-12,133563.219694753,133563.21969475318,HYDRA,
2000-06-13,134275.06618547998,134275.06618548016,HYDRA,
2000-06-14,136068.07958541918,136068.0795854194,HYDRA,
2000-06-15,134620.4549410616,134620.4549410618,HYDRA,
2000-06-16,130061.65715709208,130061.65715709227,HYDRA,
2000-06-19,130068.35883388692,130068.35883388709,HYDRA,
2000-06-20,130264.67751930878,130264.67751930894,HYDRA,
2000-06-21,129905.98047537544,129905.9804753756,HYDRA,
2000-06-22,129917.19479468644,129917.19479468661,HYDRA,
2000-06-23,129922.66659392646,129922.66659392665,HYDRA,
2000-06-26,129989.96486892748,129989.96486892765,HYDRA,
2000-06-27,130189.31819818274,130189.31819818291,HYDRA,
2000-06-28,130558.61520860714,130558.61520860731,HYDRA,
2000-06-29,127767.23463156172,127767.23463156188,HYDRA,
2000-06-30,128849.62916365528,128849.62916365542,HYDRA,
2000-07-03,129224.52049366415,129224.52049366428,HYDRA,
2000-07-05,127451.39528413408,127451.39528413421,HYDRA,
2000-07-06,129567.55584507305,129567.55584507318,HYDRA,
2000-07-07,129841.13750280072,129841.13750280085,HYDRA,
2000-07-10,129777.94072320964,129777.94072320977,HYDRA,
2000-07-11,129648.69594086907,129648.6959408692,HYDRA,
2000-07-12,129889.2882854624,129889.28828546252,HYDRA,
2000-07-13,130046.34164285216,130046.34164285229,HYDRA,
2000-07-14,131027.6307547439,131027.63075474405,HYDRA,
2000-07-17,130828.46649743928,130828.46649743943,HYDRA,
2000-07-18,130806.63162429752,130806.63162429766,HYDRA,
2000-07-19,131487.2371838048,131487.23718380494,HYDRA,
2000-07-20,132026.77512103476,132026.7751210349,HYDRA,
2000-07-21,132401.214624116,132401.21462411614,HYDRA,
2000-07-24,132223.80550691835,132223.8055069185,HYDRA,
2000-07-25,131884.57041346762,131884.57041346777,HYDRA,
2000-07-26,131523.22656510523,131523.22656510537,HYDRA,
2000-07-27,130467.6701318806,130467.67013188073,HYDRA,
2000-07-28,131067.35644418068,131067.35644418081,HYDRA,
2000-07-31,133846.5802268852,133846.58022688536,HYDRA,
2000-08-01,135826.0969975518,135826.09699755194,HYDRA,
2000-08-02,136057.0028167192,136057.00281671935,HYDRA,
2000-08-03,136690.2728589034,136690.27285890354,HYDRA,
2000-08-04,136623.68690120688,136623.68690120702,HYDRA,
2000-08-07,136988.89166502946,136988.8916650296,HYDRA,
2000-08-08,136882.78252380883,136882.78252380897,HYDRA,
2000-08-09,137118.3526406629,137118.35264066304,HYDRA,
2000-08-10,137009.50028429242,137009.50028429256,HYDRA,
2000-08-11,137243.20716672146,137243.2071667216,HYDRA,
2000-08-14,137383.72446441057,137383.7244644107,HYDRA,
2000-08-15,137261.73167963233,137261.73167963247,HYDRA,
2000-08-16,137192.0847022256,137192.08470222575,HYDRA,
2000-08-17,137683.33045396826,137683.3304539684,HYDRA,
2000-08-18,137170.75337848332,137170.75337848347,HYDRA,
2000-08-21,137741.3464146861,137741.34641468624,HYDRA,
2000-08-22,138001.857188165,138001.85718816516,HYDRA,
2000-08-23,137574.7537812292,137574.75378122934,HYDRA,
2000-08-24,138073.1805315357,138073.18053153585,HYDRA,
2000-08-25,138049.56983781513,138049.56983781527,HYDRA,
2000-08-28,136809.21895917098,136809.21895917112,HYDRA,
2000-08-29,135963.9853734854,135963.98537348554,HYDRA,
2000-08-30,136175.18439958288,136175.18439958303,HYDRA,
2000-08-31,135481.63165423277,135481.63165423292,HYDRA,
2000-09-01,135605.87849142723,135605.87849142737,HYDRA,
2000-09-05,135730.04737078544,135730.04737078559,HYDRA,
2000-09-06,135778.5110661048,135778.51106610495,HYDRA,
2000-09-07,135988.30890163913,135988.30890163928,HYDRA,
2000-09-08,135751.65179489052,135751.65179489067,HYDRA,
2000-09-11,135757.13521041587,135757.13521041602,HYDRA,
2000-09-12,135092.68767197485,135092.687671975,HYDRA,
2000-09-13,134274.39171588505,134274.3917158852,HYDRA,
2000-09-14,134338.87675172475,134338.8767517249,HYDRA,
2000-09-15,133858.89003478602,133858.89003478616,HYDRA,
2000-09-18,132669.67678097676,132669.6767809769,HYDRA,
2000-09-19,136137.75939641456,136137.7593964147,HYDRA,
2000-09-20,136057.4756507305,136057.47565073066,HYDRA,
2000-09-21,132411.2748703668,132411.27487036693,HYDRA,
2000-09-22,134019.81005756187,134019.81005756202,HYDRA,
2000-09-25,135310.87136613423,135310.87136613438,HYDRA,
2000-09-26,134949.00402989797,134949.00402989812,HYDRA,
2000-09-27,135052.45033184945,135052.4503318496,HYDRA,
2000-09-28,135688.2757505281,135688.27575052824,HYDRA,
2000-09-29,135816.4484005596,135816.44840055978,HYDRA,
2000-10-02,135792.435284056,135792.43528405618,HYDRA,
2000-10-03,136079.25566354248,136079.25566354266,HYDRA,
2000-10-04,136253.39763044423,136253.3976304444,HYDRA,
2000-10-05,136016.17907572223,136016.1790757224,HYDRA,
2000-10-06,135674.45242691413,135674.4524269143,HYDRA,
2000-10-09,136040.32144347194,136040.32144347212,HYDRA,
2000-10-10,135535.88970169995,135535.88970170013,HYDRA,
2000-10-11,135680.15337396646,135680.15337396663,HYDRA,
2000-10-12,135371.3475083284,135371.3475083286,HYDRA,
2000-10-13,135727.06813104716,135727.06813104733,HYDRA,
2000-10-16,135543.96856372358,135543.96856372376,HYDRA,
2000-10-17,135086.58601263614,135086.5860126363,HYDRA,
2000-10-18,135117.07430507016,135117.07430507033,HYDRA,
2000-10-19,135802.58461848166,135802.58461848184,HYDRA,
2000-10-20,135981.2814206521,135981.2814206523,HYDRA,
2000-10-23,135751.80567490615,135751.80567490633,HYDRA,
2000-10-24,136076.82550073162,136076.8255007318,HYDRA,
2000-10-25,136087.1753792848,136087.17537928498,HYDRA,
2000-10-26,136058.53016768332,136058.5301676835,HYDRA,
2000-10-27,136093.10530860905,136093.10530860923,HYDRA,
2000-10-30,136501.10786159948,136501.10786159965,HYDRA,
2000-10-31,136619.74298389858,136619.74298389876,HYDRA,
2000-11-01,136645.8432913555,136645.84329135568,HYDRA,
2000-11-02,136680.20809420705,136680.20809420722,HYDRA,
2000-11-03,136742.583619577,136742.58361957717,HYDRA,
2000-11-06,136801.2824435886,136801.28244358877,HYDRA,
2000-11-07,136898.71481441066,136898.71481441084,HYDRA,
2000-11-08,137313.41584764258,137313.41584764275,HYDRA,
2000-11-09,137348.93363162872,137348.9336316289,HYDRA,
2000-11-10,137535.21518748195,137535.21518748213,HYDRA,
2000-11-13,137562.7230611744,137562.72306117456,HYDRA,
2000-11-14,139061.29475315404,139061.29475315422,HYDRA,
2000-11-15,139221.3713720214,139221.37137202156,HYDRA,
2000-11-16,139131.5853559582,139131.58535595838,HYDRA,
2000-11-17,138723.7926394777,138723.79263947788,HYDRA,
2000-11-20,138523.09402412496,138523.09402412514,HYDRA,
2000-11-21,138814.27358407254,138814.2735840727,HYDRA,
2000-11-22,138293.57653432482,138293.576534325,HYDRA,
2000-11-24,138577.32394422585,138577.32394422602,HYDRA,
2000-11-27,138882.84708614324,138882.84708614342,HYDRA,
2000-11-28,138966.12948399206,138966.12948399223,HYDRA,
2000-11-29,139094.8126636261,139094.81266362628,HYDRA,
2000-11-30,139572.0244033902,139572.0244033904,HYDRA,
2000-12-01,139829.09383574236,139829.09383574253,HYDRA,
2000-12-04,140028.2385772644,140028.23857726456,HYDRA,
2000-12-05,141191.58916919527,141191.58916919545,HYDRA,
2000-12-06,141019.82877703186,141019.82877703203,HYDRA,
2000-12-07,141110.56999605065,141110.56999605082,HYDRA,
2000-12-08,141325.89180338627,141325.89180338645,HYDRA,
2000-12-11,141261.91749163292,141261.9174916331,HYDRA,
2000-12-12,141397.39802632478,141397.39802632495,HYDRA,
2000-12-13,141961.43779941168,141961.43779941185,HYDRA,
2000-12-14,141737.8945072838,141737.89450728399,HYDRA,
2000-12-15,141147.88279102655,141147.88279102673,HYDRA,
2000-12-18,141734.8994270591,141734.89942705928,HYDRA,
2000-12-19,141508.0717430467,141508.07174304686,HYDRA,
2000-12-20,140906.42116786054,140906.4211678607,HYDRA,
2000-12-21,140353.4411980792,140353.44119807938,HYDRA,
2000-12-22,140599.2603985789,140599.26039857906,HYDRA,
2000-12-26,140670.2103879779,140670.21038797806,HYDRA,
2000-12-27,140775.625049891,140775.6250498912,HYDRA,
2000-12-28,140770.6094273333,140770.6094273335,HYDRA,
2000-12-29,140893.5867647404,140893.5867647406,HYDRA,
2001-01-02,141320.69632715388,141320.6963271541,HYDRA,
2001-01-03,144868.59352638305,144868.59352638325,HYDRA,
2001-01-04,140646.42339361046,140646.42339361066,HYDRA,
2001-01-05,142250.221190789,142250.2211907892,HYDRA,
2001-01-08,144457.5729697618,144457.572969762,HYDRA,
2001-01-09,143505.1139585373,143505.1139585375,HYDRA,
2001-01-10,144782.28755418176,144782.28755418197,HYDRA,
2001-01-11,142830.68263870443,142830.68263870463,HYDRA,
2001-01-12,144628.8224852643,144628.8224852645,HYDRA,
2001-01-16,146046.82732630734,146046.82732630754,HYDRA,
2001-01-17,146550.5566190685,146550.5566190687,HYDRA,
2001-01-18,145850.01431902096,145850.01431902117,HYDRA,
2001-01-19,143159.72700947983,143159.72700948003,HYDRA,
2001-01-22,147389.03799266805,147389.03799266825,HYDRA,
2001-01-23,150079.87358315437,150079.87358315458,HYDRA,
2001-01-24,150424.44986614288,150424.44986614308,HYDRA,
2001-01-25,152008.5795757295,152008.5795757297,HYDRA,
2001-01-26,150858.80327707838,150858.80327707858,HYDRA,
2001-01-29,150636.24020228448,150636.24020228468,HYDRA,
2001-01-30,152969.88758489094,152969.88758489114,HYDRA,
2001-01-31,152681.60560288548,152681.60560288568,HYDRA,
2001-02-01,153713.45109550754,153713.45109550774,HYDRA,
2001-02-02,152825.5276441718,152825.527644172,HYDRA,
2001-02-05,152656.69171414967,152656.69171414987,HYDRA,
2001-02-06,151576.72018757058,151576.72018757078,HYDRA,
2001-02-07,152517.58618863428,152517.58618863448,HYDRA,
2001-02-08,152037.1954064975,152037.19540649772,HYDRA,
2001-02-09,149415.8751139241,149415.8751139243,HYDRA,
2001-02-12,153287.01128069003,153287.01128069023,HYDRA,
2001-02-13,153711.09451931965,153711.09451931986,HYDRA,
2001-02-14,153324.01134017727,153324.01134017747,HYDRA,
2001-02-15,155138.28379552654,155138.28379552675,HYDRA,
2001-02-16,154854.57531627116,154854.57531627137,HYDRA,
2001-02-20,155631.1533028239,155631.1533028241,HYDRA,
2001-02-21,151804.20732881268,151804.2073288129,HYDRA,
2001-02-22,152230.8330032858,152230.833003286,HYDRA,
2001-02-23,151460.94223574424,151460.94223574444,HYDRA,
2001-02-26,154370.78860502603,154370.78860502623,HYDRA,
2001-02-27,152170.27504539603,152170.27504539624,HYDRA,
2001-02-28,152018.52101228398,152018.52101228418,HYDRA,
2001-03-01,151472.94574277312,151472.94574277333,HYDRA,
2001-03-02,150497.2159045631,150497.21590456332,HYDRA,
2001-03-05,150752.06331354933,150752.06331354953,HYDRA,
2001-03-06,151749.7195675018,151749.719567502,HYDRA,
2001-03-07,152855.88073805987,152855.88073806008,HYDRA,
2001-03-08,152771.19843534048,152771.1984353407,HYDRA,
2001-03-09,150526.1433050797,150526.1433050799,HYDRA,
2001-03-12,147586.21651376277,147586.21651376298,HYDRA,
2001-03-13,147245.44817885512,147245.44817885532,HYDRA,
2001-03-14,146525.37513183075,146525.37513183095,HYDRA,
2001-03-15,147099.26581068058,147099.26581068078,HYDRA,
2001-03-16,143253.97282503123,143253.97282503144,HYDRA,
2001-03-19,144396.03645946944,144396.03645946964,HYDRA,
2001-03-20,143498.52064249432,143498.52064249452,HYDRA,
2001-03-21,143199.11619681137,143199.11619681158,HYDRA,
2001-03-22,141285.50456691545,141285.50456691565,HYDRA,
2001-03-23,141463.33805404734,141463.33805404755,HYDRA,
2001-03-26,144932.78426614718,144932.78426614738,HYDRA,
2001-03-27,147101.00800328783,147101.00800328804,HYDRA,
2001-03-28,145923.7948130736,145923.7948130738,HYDRA,
2001-03-29,143933.66100824688,143933.6610082471,HYDRA,
2001-03-30,145421.31993338675,145421.31993338696,HYDRA,
2001-04-02,145521.2472100939,145521.2472100941,HYDRA,
2001-04-03,141845.08410984045,141845.08410984065,HYDRA,
2001-04-04,140643.11568336352,140643.11568336372,HYDRA,
2001-04-05,144481.05349042884,144481.05349042904,HYDRA,
2001-04-06,144682.88461526093,144682.88461526114,HYDRA,
2001-04-09,144636.3496519879,144636.3496519881,HYDRA,
2001-04-10,146582.38380375906,146582.38380375926,HYDRA,
2001-04-11,145897.52803047566,145897.52803047586,HYDRA,
2001-04-12,145923.3697767881,145923.3697767883,HYDRA,
2001-04-16,146619.14066402108,146619.14066402128,HYDRA,
2001-04-17,148444.9270628472,148444.9270628474,HYDRA,
2001-04-18,148373.76979938714,148373.76979938734,HYDRA,
2001-04-19,148642.4159713775,148642.4159713777,HYDRA,
2001-04-20,147318.1013438576,147318.1013438578,HYDRA,
2001-04-23,145608.97988441907,145608.97988441927,HYDRA,
2001-04-24,146282.6519585531,146282.6519585533,HYDRA,
2001-04-25,147181.93764510413,147181.93764510434,HYDRA,
2001-04-26,148216.49067345815,148216.49067345835,HYDRA,
2001-04-27,150027.9619787471,150027.96197874733,HYDRA,
2001-04-30,148565.62955553623,148565.62955553646,HYDRA,
2001-05-01,149555.38930214342,149555.38930214365,HYDRA,
2001-05-02,150726.64364014845,150726.64364014872,HYDRA,
2001-05-03,150938.24028076517,150938.24028076543,HYDRA,
2001-05-04,152271.05249907327,152271.05249907353,HYDRA,
2001-05-07,152487.08604593942,152487.08604593968,HYDRA,
2001-05-08,151640.86629690832,151640.86629690859,HYDRA,
2001-05-09,150591.42586947052,150591.42586947078,HYDRA,
2001-05-10,151001.26176472247,151001.26176472273,HYDRA,
2001-05-11,151224.65145093558,151224.65145093584,HYDRA,
2001-05-14,151439.072793085,151439.07279308527,HYDRA,
2001-05-15,150318.74544651218,150318.74544651245,HYDRA,
2001-05-16,150993.51524431113,150993.5152443114,HYDRA,
2001-05-17,150776.17974121816,150776.17974121842,HYDRA,
2001-05-18,151099.6667688223,151099.66676882256,HYDRA,
2001-05-21,151109.54892447536,151109.54892447562,HYDRA,
2001-05-22,151970.4422061926,151970.44220619285,HYDRA,
2001-05-23,150657.38676023466,150657.38676023492,HYDRA,
2001-05-24,149512.78208993192,149512.78208993218,HYDRA,
2001-05-25,149160.5198877814,149160.51988778167,HYDRA,
2001-05-29,150099.79049681182,150099.7904968121,HYDRA,
2001-05-30,148085.495725326,148085.49572532627,HYDRA,
2001-05-31,148988.74396793736,148988.74396793763,HYDRA,
2001-06-01,150046.55545947648,150046.55545947675,HYDRA,
2001-06-04,151397.58725844815,151397.58725844842,HYDRA,
2001-06-05,151403.2183112361,151403.21831123636,HYDRA,
2001-06-06,150703.21447569985,150703.2144757001,HYDRA,
2001-06-07,151449.29937108164,151449.29937108193,HYDRA,
2001-06-08,151259.5977566894,151259.5977566897,HYDRA,
2001-06-11,151024.19514611288,151024.19514611317,HYDRA,
2001-06-12,151519.6274020157,151519.627402016,HYDRA,
2001-06-13,151802.13372682157,151802.1337268219,HYDRA,
2001-06-14,151214.92873804312,151214.92873804344,HYDRA,
2001-06-15,152798.25254811367,152798.252548114,HYDRA,
2001-06-18,154131.32428772922,154131.32428772954,HYDRA,
2001-06-19,152620.8520658469,152620.85206584723,HYDRA,
2001-06-20,153597.65090122493,153597.65090122525,HYDRA,
2001-06-21,152173.2414630364,152173.2414630367,HYDRA,
2001-06-22,150955.38230500597,150955.3823050063,HYDRA,
2001-06-25,149612.60665869768,149612.606658698,HYDRA,
2001-06-26,149994.89387736842,149994.89387736874,HYDRA,
2001-06-27,149721.2450608096,149721.24506080992,HYDRA,
2001-06-28,149090.4590648785,149090.4590648788,HYDRA,
2001-06-29,147157.9894927531,147157.98949275343,HYDRA,
2001-07-02,148367.93007463444,148367.93007463476,HYDRA,
2001-07-03,147653.7739571098,147653.77395711013,HYDRA,
2001-07-05,147210.84621136155,147210.84621136187,HYDRA,
2001-07-06,145102.7038052326,145102.70380523292,HYDRA,
2001-07-09,146656.59395720932,146656.59395720964,HYDRA,
2001-07-10,145080.9025293471,145080.90252934743,HYDRA,
2001-07-11,144812.8907259376,144812.89072593793,HYDRA,
2001-07-12,147689.32664140651,147689.32664140686,HYDRA,
2001-07-13,149293.39845550386,149293.3984555042,HYDRA,
2001-07-16,146396.60834938107,146396.60834938142,HYDRA,
2001-07-17,146904.51129458164,146904.511294582,HYDRA,
2001-07-18,145319.43473381404,145319.43473381439,HYDRA,
2001-07-19,145525.11733053252,145525.11733053287,HYDRA,
2001-07-20,145588.14080881918,145588.14080881953,HYDRA,
2001-07-23,145914.7820833327,145914.78208333303,HYDRA,
2001-07-24,143677.92041613697,143677.9204161373,HYDRA,
2001-07-25,145232.10556704077,145232.1055670411,HYDRA,
2001-07-26,145767.77422879482,145767.77422879514,HYDRA,
2001-07-27,147089.1521363418,147089.15213634213,HYDRA,
2001-07-30,147333.61431441116,147333.61431441148,HYDRA,
2001-07-31,149121.00935334057,149121.0093533409,HYDRA,
2001-08-01,148509.72981968382,148509.72981968414,HYDRA,
2001-08-02,148279.1521325198,148279.15213252013,HYDRA,
2001-08-03,148472.5009231976,148472.50092319792,HYDRA,
2001-08-06,147528.44027693494,147528.44027693526,HYDRA,
2001-08-07,148088.89630357036,148088.89630357068,HYDRA,
2001-08-08,147453.15726032064,147453.15726032096,HYDRA,
2001-08-09,147064.64954658854,147064.64954658886,HYDRA,
2001-08-10,148063.16659383505,148063.16659383537,HYDRA,
2001-08-13,148877.01324072864,148877.01324072896,HYDRA,
2001-08-14,148660.7783159721,148660.77831597242,HYDRA,
2001-08-15,147434.1301910237,147434.130191024,HYDRA,
2001-08-16,148231.85517454852,148231.85517454884,HYDRA,
2001-08-17,145948.6138619627,145948.613861963,HYDRA,
2001-08-20,147751.34425142285,147751.34425142317,HYDRA,
2001-08-21,146143.91420046287,146143.9142004632,HYDRA,
2001-08-22,146632.20492966182,146632.20492966214,HYDRA,
2001-08-23,144665.11951796938,144665.1195179697,HYDRA,
2001-08-24,147226.0291623008,147226.02916230116,HYDRA,
2001-08-27,146810.03465758343,146810.03465758378,HYDRA,
2001-08-28,145874.19475587385,145874.1947558742,HYDRA,
2001-08-29,144746.3300493518,144746.33004935214,HYDRA,
2001-08-30,145412.74193726372,145412.74193726407,HYDRA,
2001-08-31,144489.1794466434,144489.17944664374,HYDRA,
2001-09-04,146102.86696664614,146102.86696664648,HYDRA,
2001-09-05,146729.30064549876,146729.3006454991,HYDRA,
2001-09-06,146246.9684542457,146246.96845424606,HYDRA,
2001-09-07,146199.7721833445,146199.77218334484,HYDRA,
2001-09-10,146588.76094454076,146588.7609445411,HYDRA,
2001-09-17,140611.10984077383,140611.10984077418,HYDRA,
2001-09-18,140886.80236006147,140886.80236006182,HYDRA,
2001-09-19,139711.94060533194,139711.9406053323,HYDRA,
2001-09-20,138284.78118733063,138284.78118733098,HYDRA,
2001-09-21,136775.44681265685,136775.4468126572,HYDRA,
2001-09-24,139000.11049642097,139000.11049642134,HYDRA,
2001-09-25,140296.40770641956,140296.40770641994,HYDRA,
2001-09-26,141252.48026254377,141252.48026254415,HYDRA,
2001-09-27,142819.63152634067,142819.63152634105,HYDRA,
2001-09-28,143191.4239395222,143191.4239395226,HYDRA,
2001-10-01,142725.92489442602,142725.9248944264,HYDRA,
2001-10-02,143114.35594365938,143114.35594365976,HYDRA,
2001-10-03,142912.72976219008,142912.72976219046,HYDRA,
2001-10-04,144466.87616839365,144466.87616839402,HYDRA,
2001-10-05,145149.28363157742,145149.2836315778,HYDRA,
2001-10-08,144623.47444867782,145538.25891462885,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-09,144194.1448893731,145732.73419124616,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-10,145699.04444701565,146056.8802604554,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-11,144393.3503753074,151307.92293256256,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-12,144186.36334215218,145862.39261892985,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-15,145747.61737552064,144501.0162229758,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-16,145813.39391198402,142621.00611628697,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-17,145623.4834380571,141389.27578310837,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-18,145069.37249246656,138147.8892804655,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-19,145074.2323444925,141518.93421079207,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-22,146496.49734620136,141065.14207880737,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-23,145542.52204606286,141648.59263847576,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-24,143831.0461272929,144760.32071343495,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-25,144006.16066831056,142685.83533012882,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-26,144362.2793698868,142945.13982058797,OIL,Afghanistan (Operation Enduring Freedom)
2001-10-29,144461.21232139607,143593.41959409817,OIL,Afghanistan (Operation Enduring Freedom)
