symbol,entry_date,exit_date,exit_reason,entry_price,exit_price,pnl,return
COST,2021-11-30,2021-12-07,hold_expired,517.3409975805547,519.7834852646891,768.45944675141,0.004719300607437914
BAC,2021-11-30,2021-12-07,hold_expired,40.67173629240679,40.33911479542009,-801.4110321389846,-0.008202784719790517
TSLA,2021-12-03,2021-12-09,trailing_stop,334.00358825683594,336.081875,739.0378474668892,0.006219354570426746
NVDA,2021-12-06,2021-12-13,position_stop,30.9126005022515,27.631625371625645,-15593.07166210282,-0.10616949325847931
AMD,2021-12-06,2021-12-13,hold_expired,143.9719438934326,131.60416316986084,-7570.469887958555,-0.08591104897998102
PFE,2021-12-07,2021-12-14,hold_expired,42.26368943393642,44.91081188184564,6322.114797816768,0.06260983088202576
COST,2021-12-07,2021-12-14,hold_expired,520.3035287717072,519.7834786002379,-116.84791076013026,-0.0010014350137108133
TSLA,2021-12-09,2021-12-16,position_stop,336.418125,304.7708781738281,-11085.306286938305,-0.09407414308064363
NVDA,2021-12-13,2021-12-16,trailing_stop,27.659270819721314,27.916932260434933,882.1081514341214,0.009279400110960883
AMD,2021-12-14,2021-12-16,trailing_stop,135.17755561065673,136.23185305023193,1109.7486963739157,0.00779195506840613
HD,2021-12-13,2021-12-20,hold_expired,364.8310892937364,353.7885428763566,-3553.931888013136,-0.030270299712556355
QCOM,2021-12-14,2021-12-21,hold_expired,168.31477329065467,163.60399941645946,-2883.9116311704424,-0.027993822420202392
NVDA,2021-12-16,2021-12-23,hold_expired,27.944863158144223,29.58785690834603,6213.802235564538,0.058758339266487554
TSLA,2021-12-16,2021-12-23,hold_expired,305.0758015136719,357.7110696411133,24818.797746846532,0.17252849248052413
AMD,2021-12-16,2021-12-23,hold_expired,136.3681530532837,147.43623950958252,8152.803721972799,0.08115594593390542
COST,2021-12-20,2021-12-28,hold_expired,524.3900934899414,538.9965591053726,2947.2272482300714,0.02785229125559638
HD,2021-12-21,2021-12-29,hold_expired,353.5728047713912,372.0546867104392,5412.149169580099,0.05226895759417125
NVDA,2021-12-23,2021-12-31,hold_expired,29.617459566583488,29.742478299181695,456.78876871279346,0.004187352136647586
PFE,2021-12-23,2021-12-31,hold_expired,47.151059130708575,46.823783061943274,-1035.999292715956,-0.006962220463707476
TSLA,2021-12-23,2021-12-31,hold_expired,358.0689596557617,382.39205183410644,7697.987768648706,0.067925720793356
QCOM,2021-12-28,2022-01-04,hold_expired,168.96432972681,170.4589326095581,997.4914452469901,0.008839752657635072
AMD,2021-12-29,2022-01-05,hold_expired,147.51372244262694,136.12190744018557,-8594.981852630615,-0.07723223855917831
