date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2016-08-12,513464.9921793112,513464.9921793112,0,1.0,0.0,1.0,False,5
2016-08-15,513532.6391544713,513532.6391544713,0,1.0,0.0,1.0,False,5
2016-08-16,513600.29504185193,513600.29504185193,0,1.0,0.0,1.0,False,5
2016-08-17,513667.9598426273,513667.9598426273,0,1.0,0.0,1.0,False,5
2016-08-18,513735.6335579716,513735.6335579716,0,1.0,0.0,1.0,False,5
2016-08-19,513803.3161890594,513803.3161890594,0,1.0,0.0,1.0,False,5
2016-08-22,513871.00773706526,513871.00773706526,0,1.0,0.0,1.0,False,5
2016-08-23,513938.70820316393,513938.70820316393,0,1.0,0.0,1.0,False,5
2016-08-24,514006.4175885304,514006.4175885304,0,1.0,0.0,1.0,False,5
2016-08-25,514074.1358943397,514074.1358943397,0,1.0,0.0,1.0,False,5
2016-08-26,514141.86312176706,514141.86312176706,0,1.0,0.0,1.0,False,5
2016-08-29,514209.59927198786,514209.59927198786,0,1.0,0.0,1.0,False,5
2016-08-30,514277.34434617765,514277.34434617765,0,1.0,0.0,1.0,False,5
2016-08-31,514345.0983455121,514345.0983455121,0,1.0,0.0,1.0,False,5
2016-09-01,514414.698217947,514414.698217947,0,1.0,0.0,1.0,False,5
2016-09-02,514484.3075084598,514484.3075084598,0,1.0,0.0,1.0,False,5
2016-09-06,514553.92621832504,514553.92621832504,0,1.0,0.0,1.0,False,5
2016-09-07,514623.55434881727,514623.55434881727,0,1.0,0.0,1.0,False,5
2016-09-08,514693.1919012113,514693.1919012113,0,1.0,0.0,1.0,False,5
2016-09-09,514733.71187678206,411786.4855431639,1,1.0,0.0,1.0,False,5
2016-09-12,517158.55966130126,411842.2074445807,1,1.0,0.0,1.0,False,5
2016-09-13,517700.89835770126,411897.93688614364,1,1.0,0.0,1.0,False,5
2016-09-14,520525.60877759504,520525.60877759504,0,1.0,0.0,1.0,False,5
2016-09-15,520596.044981005,520596.044981005,0,1.0,0.0,1.0,False,5
2016-09-16,520666.4907156632,520666.4907156632,0,1.0,0.0,1.0,False,5
2016-09-19,520736.94598285924,520736.94598285924,0,1.0,0.0,1.0,False,5
2016-09-20,520807.4107838831,520807.4107838831,0,1.0,0.0,1.0,False,5
2016-09-21,520877.8851200249,520877.8851200249,0,1.0,0.0,1.0,False,5
2016-09-22,520948.36899257486,520948.36899257486,0,1.0,0.0,1.0,False,5
2016-09-23,521018.86240282346,521018.86240282346,0,1.0,0.0,1.0,False,5
2016-09-26,521089.3653520613,521089.3653520613,0,1.0,0.0,1.0,False,5
2016-09-27,521159.87784157915,521159.87784157915,0,1.0,0.0,1.0,False,5
2016-09-28,521230.39987266803,521230.39987266803,0,1.0,0.0,1.0,False,5
2016-09-29,521300.93144661904,521300.93144661904,0,1.0,0.0,1.0,False,5
2016-09-30,521371.4725647235,521371.4725647235,0,1.0,0.0,1.0,False,5
2016-10-03,521442.02322827297,521442.02322827297,0,1.0,0.0,1.0,False,5
2016-10-04,521512.583438559,521512.583438559,0,1.0,0.0,1.0,False,5
2016-10-05,521583.15319687355,521583.15319687355,0,1.0,0.0,1.0,False,5
2016-10-06,521653.7325045085,521653.7325045085,0,1.0,0.0,1.0,False,5
2016-10-07,521724.32136275613,521724.32136275613,0,1.0,0.0,1.0,False,5
2016-10-10,521794.9197729088,521794.9197729088,0,1.0,0.0,1.0,False,5
2016-10-11,521865.527736259,521865.527736259,0,1.0,0.0,1.0,False,5
2016-10-12,521936.1452540995,521936.1452540995,0,1.0,0.0,1.0,False,5
2016-10-13,522006.77232772316,522006.77232772316,0,1.0,0.0,1.0,False,5
