date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2018-08-15,98092.30984883782,65444.65305408773,5,0.15,-0.06062566110290485,0.576630228561765,True,5
2018-08-16,98037.95691316659,65473.15789554269,5,0.15,-0.06113160594438695,0.5692674534126185,True,5
2018-08-17,98335.56697905816,65483.238683345655,5,0.15,-0.05829594333136208,0.5780836584007857,True,5
2018-08-20,98509.451489003,65621.02006861064,5,0.15,-0.05659378117204829,0.5826559589736989,True,5
2018-08-21,98863.3252361644,65722.96946026428,5,0.15,-0.0532260370129424,0.583496277009039,True,5
2018-08-22,99374.52353135489,65733.08871111769,5,0.15,-0.04834579289644185,0.575935224900885,True,5
2018-08-23,100341.62677427943,66203.08296188834,5,0.15,-0.03906683777778895,0.5772120456369907,True,5
2018-08-24,101385.56647930152,66213.2761349793,5,0.15,-0.029085906546511615,0.6201191299921653,True,5
2018-08-27,102001.16969329576,68606.69241068827,5,0.15,-0.023164367195913044,0.6379267089151763,True,5
2018-08-28,102236.98707272984,68316.33441451781,5,0.15,-0.020910962610084217,0.6448288396167803,True,5
2018-08-29,102317.21784759982,68326.85296124512,5,0.15,-0.02016621032911204,0.7701866736696803,True,5
2018-08-30,102226.38909415437,68055.7663350664,5,0.15,-0.021024973672108854,0.7411090831128657,True,5
2018-08-31,102585.06631922504,68066.24476258148,5,0.15,-0.01760052992925953,0.7332026400892996,True,5
2018-09-04,103488.60290318751,68198.39889251848,5,0.15,-0.008932338287253448,0.7083955942609016,True,5
2018-09-05,103578.48794635598,68506.71326138734,5,0.15,-0.008069193890293043,0.6860935046657395,True,5
2018-09-06,103578.15108430006,68517.2611204133,5,0.15,-0.008090009267987924,0.6577352088734545,True,5
2018-09-07,103341.76000010122,69039.61051469154,5,0.15,-0.010340880849073697,0.656410112416598,True,5
2018-09-10,103575.92560178509,69050.24042297713,5,0.15,-0.008112109459069783,0.710344750722333,True,5
2018-09-11,103562.91135606432,69027.5960078782,5,0.15,-0.008221771079926951,0.7641785214853525,True,5
2018-09-12,103719.42786028184,69081.48884499294,5,0.15,-0.006723414948266231,0.7617216588576174,True,5
2018-09-13,103483.62471965697,69092.12520121194,5,0.15,-0.008996175132644014,0.7709301291615198,True,5
2018-09-14,103450.28172761374,69298.1998070029,5,0.15,-0.009305212267122697,0.7803971467212321,True,5
2018-09-17,103120.99273436889,69308.86952983032,5,0.15,-0.012469571973314646,0.7523835880620204,True,5
2018-09-18,103548.16385107723,69158.92930566463,5,0.15,-0.008362872808186695,0.7320354908629798,True,5
2018-09-19,103649.77897354559,69204.9286120989,5,0.15,-0.007385867001702159,0.7531262614592555,True,5
2018-09-20,103713.4860288323,69215.5839741233,5,0.15,-0.006794879844294155,0.71870374730112,True,5
2018-09-21,103744.84835905915,69162.62344154615,5,0.15,-0.006485728711296192,0.7299845310363371,True,5
2018-09-24,103752.22569997878,69173.27228991731,5,0.15,-0.006423791525082912,0.676468647867386,True,5
2018-09-25,103898.90692126189,69292.28017371723,5,0.15,-0.005006950208745535,0.6692312454487135,True,5
2018-09-26,103557.59022383895,69115.23880098204,5,0.15,-0.008276255632803195,0.6514130303659093,True,5
2018-09-27,103468.78762992306,69125.88035362282,5,0.15,-0.009138325877323265,0.6857216037628617,True,5
2018-09-28,103441.98843366525,69179.63271451925,5,0.15,-0.009386318344192646,0.688899463641327,True,5
2018-10-01,103359.2004778445,69190.99793989377,5,0.15,-0.010194818504455186,0.7546257292473781,True,5
2018-10-02,102794.35917553559,68687.85797817007,5,0.15,-0.015595925362347085,0.7715510409401818,True,5
2018-10-03,102595.71019356264,68448.21628348458,5,0.15,-0.017497423901788253,0.7759245713196865,True,5
2018-10-04,102710.62123468347,68459.4613475883,5,0.15,-0.016405380706119153,0.7718846756671596,True,5
2018-10-05,102829.9118909481,68220.37479769617,5,0.15,-0.015248733639729905,0.7551399187635428,True,5
2018-10-08,102999.33649417445,68231.58243069865,5,0.15,-0.013639876149388382,0.7552685224450121,True,5
2018-10-09,103237.97574762563,68519.83679200121,5,0.15,-0.011343491016135934,0.750587164180162,True,5
